canonical_code,variant_key,variant_label,print_id,release_set_name,image_path,is_base,is_sp,is_tr,is_alt,is_manga_rare,is_golden_manga_rare,is_illustration_rare
OP02-120,parallel 2,Parallel 2,OP02-120_p2,Awakening Of The New Era,OP02/parallel/OP02-120_p2.png,0,0,0,0,0,0,0
OP02-121,base,Base,OP02-121,Paramount War,,1,0,0,0,0,0,0
OP02-121,parallel 1,Parallel 1,OP02-121_p1,Paramount War,OP02/parallel/OP02-121_p1.png,0,0,0,0,0,0,0
OP02-121,parallel 3,Parallel 3,OP02-121_p3,One Piece Card The Best,OP02/parallel/OP02-121_p3.png,0,0,0,0,0,0,0
OP02-121,r1,R1,OP02-121_r1,One Piece Card The Best,OP02/base/OP02-121_r1.png,0,0,0,0,0,0,0
OP03-001,base,Base,OP03-001,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-001,parallel 1,Parallel 1,OP03-001_p1,Pillars Of Strength,OP03/parallel/OP03-001_p1.png,0,0,0,0,0,0,0
OP03-001,parallel 2,Parallel 2,OP03-001_p2,Other Product Card,OP03/parallel/OP03-001_p2.png,0,0,0,0,0,0,0
OP03-003,base,Base,OP03-003,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-003,parallel 1,Parallel 1,OP03-003_p1,500 Years In The Future,OP03/parallel/OP03-003_p1.png,0,0,0,0,0,0,0
OP03-003,parallel 4,Parallel 4,OP03-003_p4,One Piece Card The Best,OP03/parallel/OP03-003_p4.png,0,0,0,0,0,0,0
OP03-003,parallel 5,Parallel 5,OP03-003_p5,One Piece Card The Best,OP03/parallel/OP03-003_p5.png,0,0,0,0,0,0,0
OP03-003,parallel 6,Parallel 6,OP03-003_p6,One Piece Card The Best,OP03/parallel/OP03-003_p6.png,0,0,0,0,0,0,0
OP03-003,r1,R1,OP03-003_r1,Red Edward.newgate,OP03/base/OP03-003_r1.png,0,0,0,0,0,0,0
OP03-003,r2,R2,OP03-003_r2,One Piece Card The Best,OP03/base/OP03-003_r2.png,0,0,0,0,0,0,0
OP03-006,base,Base,OP03-006,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-006,r1,R1,OP03-006_r1,Red Edward.newgate,OP03/base/OP03-006_r1.png,0,0,0,0,0,0,0
OP03-007,base,Base,OP03-007,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-007,r1,R1,OP03-007_r1,Red Edward.newgate,OP03/base/OP03-007_r1.png,0,0,0,0,0,0,0
OP03-008,base,Base,OP03-008,Pillars Of Strength,OP03/sp/OP03-008_sp.png,1,1,0,0,0,0,0
OP03-008,parallel 1,Parallel 1,OP03-008_p1,Wings Of The Captain,OP03/parallel/OP03-008_p1.png,0,1,0,0,0,0,0
OP03-008,parallel 2,Parallel 2,OP03-008_p2,One Piece Card The Best Vol.2,OP03/parallel/OP03-008_p2.png,0,1,0,0,0,0,0
OP03-008,r1,R1,OP03-008_r1,One Piece Card The Best Vol.2,OP03/base/OP03-008_r1.png,0,1,0,0,0,0,0
OP03-009,base,Base,OP03-009,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-009,r1,R1,OP03-009_r1,Red Edward.newgate,OP03/base/OP03-009_r1.png,0,0,0,0,0,0,0
OP03-010,base,Base,OP03-010,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-010,r1,R1,OP03-010_r1,Red Edward.newgate,OP03/base/OP03-010_r1.png,0,0,0,0,0,0,0
OP03-013,base,Base,OP03-013,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-013,parallel 1,Parallel 1,OP03-013_p1,Pillars Of Strength,OP03/parallel/OP03-013_p1.png,0,0,0,0,0,0,0
OP03-013,parallel 2,Parallel 2,OP03-013_p2,Other Product Card,OP03/parallel/OP03-013_p2.png,0,0,0,0,0,0,0
OP03-018,base,Base,OP03-018,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-018,parallel 1,Parallel 1,OP03-018_p1,Pillars Of Strength,OP03/parallel/OP03-018_p1.png,0,0,0,0,0,0,0
OP03-021,base,Base,OP03-021,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-021,parallel 1,Parallel 1,OP03-021_p1,Pillars Of Strength,OP03/parallel/OP03-021_p1.png,0,0,0,0,0,0,0
OP03-022,base,Base,OP03-022,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-022,parallel 1,Parallel 1,OP03-022_p1,Pillars Of Strength,OP03/parallel/OP03-022_p1.png,0,0,0,0,0,0,0
OP03-024,base,Base,OP03-024,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-024,parallel 1,Parallel 1,OP03-024_p1,Pillars Of Strength,OP03/parallel/OP03-024_p1.png,0,0,0,0,0,0,0
OP03-025,base,Base,OP03-025,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-025,parallel 1,Parallel 1,OP03-025_p1,Pillars Of Strength,OP03/parallel/OP03-025_p1.png,0,0,0,0,0,0,0
OP03-033,base,Base,OP03-033,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-033,parallel 1,Parallel 1,OP03-033_p1,Promotion Card,OP03/parallel/OP03-033_p1.png,0,0,0,0,0,0,0
OP03-040,base,Base,OP03-040,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-040,parallel 1,Parallel 1,OP03-040_p1,Pillars Of Strength,OP03/parallel/OP03-040_p1.png,0,0,0,0,0,0,0
OP03-041,base,Base,OP03-041,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-041,parallel 1,Parallel 1,OP03-041_p1,Pillars Of Strength,OP03/parallel/OP03-041_p1.png,0,0,0,0,0,0,0
OP03-044,base,Base,OP03-044,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-044,parallel 1,Parallel 1,OP03-044_p1,Promotion Card,OP03/parallel/OP03-044_p1.png,0,0,0,0,0,0,0
OP03-044,parallel 2,Parallel 2,OP03-044_p2,Other Product Card,OP03/parallel/OP03-044_p2.png,0,0,0,0,0,0,0
OP03-044,r1,R1,OP03-044_r1,One Piece Card The Best Vol.2,OP03/base/OP03-044_r1.png,0,0,0,0,0,0,0
OP03-047,base,Base,OP03-047,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-047,parallel 1,Parallel 1,OP03-047_p1,Pillars Of Strength,OP03/parallel/OP03-047_p1.png,0,0,0,0,0,0,0
OP03-048,base,Base,OP03-048,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-048,parallel 1,Parallel 1,OP03-048_p1,One Piece Card The Best Vol.2,OP03/parallel/OP03-048_p1.png,0,0,0,0,0,0,0
OP03-048,r1,R1,OP03-048_r1,One Piece Card The Best Vol.2,OP03/base/OP03-048_r1.png,0,0,0,0,0,0,0
OP03-055,base,Base,OP03-055,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-055,parallel 2,Parallel 2,OP03-055_p2,One Piece Card The Best,OP03/parallel/OP03-055_p2.png,0,0,0,0,0,0,0
OP03-055,parallel 3,Parallel 3,OP03-055_p3,One Piece Card The Best,OP03/parallel/OP03-055_p3.png,0,0,0,0,0,0,0
OP03-055,r1,R1,OP03-055_r1,One Piece Card The Best,OP03/base/OP03-055_r1.png,0,0,0,0,0,0,0
OP03-056,base,Base,OP03-056,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-056,parallel 2,Parallel 2,OP03-056_p2,One Piece Card The Best,OP03/parallel/OP03-056_p2.png,0,0,0,0,0,0,0
OP03-056,parallel 3,Parallel 3,OP03-056_p3,One Piece Card The Best,OP03/parallel/OP03-056_p3.png,0,0,0,0,0,0,0
OP03-056,parallel 4,Parallel 4,OP03-056_p4,One Piece Card The Best,OP03/parallel/OP03-056_p4.png,0,0,0,0,0,0,0
OP03-056,r1,R1,OP03-056_r1,One Piece Card The Best,OP03/base/OP03-056_r1.png,0,0,0,0,0,0,0
OP03-057,base,Base,OP03-057,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-057,parallel 2,Parallel 2,OP03-057_p2,One Piece Card The Best,OP03/parallel/OP03-057_p2.png,0,0,0,0,0,0,0
OP03-057,parallel 3,Parallel 3,OP03-057_p3,One Piece Card The Best,OP03/parallel/OP03-057_p3.png,0,0,0,0,0,0,0
OP03-057,parallel 4,Parallel 4,OP03-057_p4,One Piece Card The Best,OP03/parallel/OP03-057_p4.png,0,0,0,0,0,0,0
OP03-057,r1,R1,OP03-057_r1,One Piece Card The Best,OP03/base/OP03-057_r1.png,0,0,0,0,0,0,0
OP03-058,base,Base,OP03-058,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-058,parallel 1,Parallel 1,OP03-058_p1,Pillars Of Strength,OP03/parallel/OP03-058_p1.png,0,0,0,0,0,0,0
OP03-060,base,Base,OP03-060,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-060,parallel 2,Parallel 2,OP03-060_p2,One Piece Card The Best,OP03/parallel/OP03-060_p2.png,0,0,0,0,0,0,0
OP03-060,parallel 3,Parallel 3,OP03-060_p3,One Piece Card The Best,OP03/parallel/OP03-060_p3.png,0,0,0,0,0,0,0
OP03-060,r1,R1,OP03-060_r1,One Piece Card The Best,OP03/base/OP03-060_r1.png,0,0,0,0,0,0,0
OP03-066,base,Base,OP03-066,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-066,parallel 1,Parallel 1,OP03-066_p1,Pillars Of Strength,OP03/parallel/OP03-066_p1.png,0,0,0,0,0,0,0
OP03-072,base,Base,OP03-072,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-072,parallel 1,Parallel 1,OP03-072_p1,One Piece Card The Best Vol.2,OP03/parallel/OP03-072_p1.png,0,0,0,0,0,0,0
OP03-072,r1,R1,OP03-072_r1,One Piece Card The Best Vol.2,OP03/base/OP03-072_r1.png,0,0,0,0,0,0,0
OP03-076,base,Base,OP03-076,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-076,parallel 1,Parallel 1,OP03-076_p1,Pillars Of Strength,OP03/parallel/OP03-076_p1.png,0,0,0,0,0,0,0
OP03-077,base,Base,OP03-077,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-077,parallel 1,Parallel 1,OP03-077_p1,Pillars Of Strength,OP03/parallel/OP03-077_p1.png,0,0,0,0,0,0,0
OP03-078,base,Base,OP03-078,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-078,parallel 1,Parallel 1,OP03-078_p1,Pillars Of Strength,OP03/parallel/OP03-078_p1.png,0,0,0,0,0,0,0
OP03-078,parallel 2,Parallel 2,OP03-078_p2,500 Years In The Future,OP03/parallel/OP03-078_p2.png,0,0,0,0,0,0,0
OP03-079,base,Base,OP03-079,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-079,parallel 3,Parallel 3,OP03-079_p3,One Piece Card The Best,OP03/parallel/OP03-079_p3.png,0,0,0,0,0,0,0
OP03-079,parallel 4,Parallel 4,OP03-079_p4,One Piece Card The Best,OP03/parallel/OP03-079_p4.png,0,0,0,0,0,0,0
OP03-079,r1,R1,OP03-079_r1,Black Smoker,OP03/base/OP03-079_r1.png,0,0,0,0,0,0,0
OP03-079,r2,R2,OP03-079_r2,One Piece Card The Best,OP03/base/OP03-079_r2.png,0,0,0,0,0,0,0
OP03-080,base,Base,OP03-080,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-080,parallel 1,Parallel 1,OP03-080_p1,Pillars Of Strength,OP03/parallel/OP03-080_p1.png,0,0,0,0,0,0,0
OP03-081,base,Base,OP03-081,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-081,parallel 1,Parallel 1,OP03-081_p1,Pillars Of Strength,OP03/parallel/OP03-081_p1.png,0,0,0,0,0,0,0
OP03-086,base,Base,OP03-086,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-086,parallel 1,Parallel 1,OP03-086_p1,Pillars Of Strength,OP03/parallel/OP03-086_p1.png,0,0,0,0,0,0,0
OP03-088,base,Base,OP03-088,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-088,parallel 1,Parallel 1,OP03-088_p1,Promotion Card,OP03/parallel/OP03-088_p1.png,0,0,0,0,0,0,0
OP03-088,parallel 2,Parallel 2,OP03-088_p2,Other Product Card,OP03/parallel/OP03-088_p2.png,0,0,0,0,0,0,0
OP03-089,base,Base,OP03-089,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-089,parallel 1,Parallel 1,OP03-089_p1,Promotion Card,OP03/parallel/OP03-089_p1.png,0,0,0,0,0,0,0
OP03-089,parallel 4,Parallel 4,OP03-089_p4,One Piece Card The Best,OP03/parallel/OP03-089_p4.png,0,0,0,0,0,0,0
OP03-089,parallel 5,Parallel 5,OP03-089_p5,One Piece Card The Best,OP03/parallel/OP03-089_p5.png,0,0,0,0,0,0,0
OP03-089,parallel 6,Parallel 6,OP03-089_p6,One Piece Card The Best,OP03/parallel/OP03-089_p6.png,0,0,0,0,0,0,0
OP03-089,r1,R1,OP03-089_r1,Black Smoker,OP03/base/OP03-089_r1.png,0,0,0,0,0,0,0
OP03-089,r2,R2,OP03-089_r2,One Piece Card The Best,OP03/base/OP03-089_r2.png,0,0,0,0,0,0,0
OP03-092,base,Base,OP03-092,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-092,parallel 1,Parallel 1,OP03-092_p1,Pillars Of Strength,OP03/parallel/OP03-092_p1.png,0,0,0,0,0,0,0
OP03-092,parallel 2,Parallel 2,OP03-092_p2,Awakening Of The New Era,OP03/parallel/OP03-092_p2.png,0,0,0,0,0,0,0
OP03-094,base,Base,OP03-094,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-094,parallel 2,Parallel 2,OP03-094_p2,One Piece Card The Best,OP03/parallel/OP03-094_p2.png,0,0,0,0,0,0,0
OP03-094,parallel 3,Parallel 3,OP03-094_p3,One Piece Card The Best,OP03/parallel/OP03-094_p3.png,0,0,0,0,0,0,0
OP03-094,r1,R1,OP03-094_r1,One Piece Card The Best,OP03/base/OP03-094_r1.png,0,0,0,0,0,0,0
OP03-097,base,Base,OP03-097,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-097,r1,R1,OP03-097_r1,One Piece Card The Best Vol.2,OP03/base/OP03-097_r1.png,0,0,0,0,0,0,0
OP03-099,base,Base,OP03-099,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-099,parallel 1,Parallel 1,OP03-099_p1,Pillars Of Strength,OP03/parallel/OP03-099_p1.png,0,0,0,0,0,0,0
OP03-099,parallel 2,Parallel 2,OP03-099_p2,Yellow Charlotte Katakuri,OP03/parallel/OP03-099_p2.png,0,0,0,0,0,0,0
OP03-102,base,Base,OP03-102,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-102,parallel 1,Parallel 1,OP03-102_p1,Promotion Card,OP03/parallel/OP03-102_p1.png,0,0,0,0,0,0,0
OP03-102,parallel 2,Parallel 2,OP03-102_p2,Other Product Card,OP03/parallel/OP03-102_p2.png,0,0,0,0,0,0,0
OP03-106,base,Base,OP03-106,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-106,r1,R1,OP03-106_r1,Yellow Charlotte Katakuri,OP03/base/OP03-106_r1.png,0,0,0,0,0,0,0
OP03-107,base,Base,OP03-107,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-107,r1,R1,OP03-107_r1,Yellow Charlotte Katakuri,OP03/base/OP03-107_r1.png,0,0,0,0,0,0,0
OP03-108,base,Base,OP03-108,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-108,parallel 1,Parallel 1,OP03-108_p1,Pillars Of Strength,OP03/parallel/OP03-108_p1.png,0,0,0,0,0,0,0
OP03-108,parallel 3,Parallel 3,OP03-108_p3,One Piece Card The Best,OP03/parallel/OP03-108_p3.png,0,0,0,0,0,0,0
OP03-108,r1,R1,OP03-108_r1,One Piece Card The Best,OP03/base/OP03-108_r1.png,0,0,0,0,0,0,0
OP03-110,base,Base,OP03-110,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-110,parallel 3,Parallel 3,OP03-110_p3,One Piece Card The Best,OP03/parallel/OP03-110_p3.png,0,0,0,0,0,0,0
OP03-110,parallel 4,Parallel 4,OP03-110_p4,One Piece Card The Best,OP03/parallel/OP03-110_p4.png,0,0,0,0,0,0,0
OP03-110,parallel 5,Parallel 5,OP03-110_p5,One Piece Card The Best,OP03/parallel/OP03-110_p5.png,0,0,0,0,0,0,0
OP03-110,r1,R1,OP03-110_r1,Yellow Charlotte Katakuri,OP03/base/OP03-110_r1.png,0,0,0,0,0,0,0
OP03-110,r2,R2,OP03-110_r2,One Piece Card The Best,OP03/base/OP03-110_r2.png,0,0,0,0,0,0,0
OP03-112,base,Base,OP03-112,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-112,parallel 1,Parallel 1,OP03-112_p1,Pillars Of Strength,OP03/parallel/OP03-112_p1.png,0,0,0,0,0,0,0
OP03-112,parallel 2,Parallel 2,OP03-112_p2,Promotion Card,OP03/parallel/OP03-112_p2.png,0,0,0,0,0,0,0
OP03-112,parallel 3,Parallel 3,OP03-112_p3,Promotion Card,OP03/parallel/OP03-112_p3.png,0,0,0,0,0,0,0
OP03-112,parallel 4,Parallel 4,OP03-112_p4,Two Legends,OP03/parallel/OP03-112_p4.png,0,0,0,0,0,0,0
OP03-112,parallel 6,Parallel 6,OP03-112_p6,Promotion Card,OP03/parallel/OP03-112_p6.png,0,0,0,0,0,0,0
OP03-112,r1,R1,OP03-112_r1,Yellow Charlotte Katakuri,OP03/base/OP03-112_r1.png,0,0,0,0,0,0,0
OP03-113,base,Base,OP03-113,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-113,parallel 1,Parallel 1,OP03-113_p1,Pillars Of Strength,OP03/parallel/OP03-113_p1.png,0,0,0,0,0,0,0
OP03-113,parallel 3,Parallel 3,OP03-113_p3,One Piece Card The Best,OP03/parallel/OP03-113_p3.png,0,0,0,0,0,0,0
OP03-113,r1,R1,OP03-113_r1,One Piece Card The Best,OP03/base/OP03-113_r1.png,0,0,0,0,0,0,0
OP03-114,base,Base,OP03-114,Pillars Of Strength,OP03/sp/OP03-114_sp.png,1,1,0,0,0,0,0
OP03-114,parallel 1,Parallel 1,OP03-114_p1,Pillars Of Strength,OP03/parallel/OP03-114_p1.png,0,1,0,0,0,0,0
OP03-114,parallel 2,Parallel 2,OP03-114_p2,Wings Of The Captain,OP03/parallel/OP03-114_p2.png,0,1,0,0,0,0,0
OP03-114,parallel 3,Parallel 3,OP03-114_p3,Promotion Card,OP03/parallel/OP03-114_p3.png,0,1,0,0,0,0,0
OP03-115,base,Base,OP03-115,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-115,r1,R1,OP03-115_r1,Yellow Charlotte Katakuri,OP03/base/OP03-115_r1.png,0,0,0,0,0,0,0
OP03-116,base,Base,OP03-116,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-116,parallel 1,Parallel 1,OP03-116_p1,Promotion Card,OP03/parallel/OP03-116_p1.png,0,0,0,0,0,0,0
OP03-116,parallel 2,Parallel 2,OP03-116_p2,Promotion Card,OP03/parallel/OP03-116_p2.png,0,0,0,0,0,0,0
OP03-116,parallel 3,Parallel 3,OP03-116_p3,Promotion Card,OP03/parallel/OP03-116_p3.png,0,0,0,0,0,0,0
OP03-116,parallel 5,Parallel 5,OP03-116_p5,One Piece Card The Best,OP03/parallel/OP03-116_p5.png,0,0,0,0,0,0,0
OP03-116,parallel 6,Parallel 6,OP03-116_p6,One Piece Card The Best,OP03/parallel/OP03-116_p6.png,0,0,0,0,0,0,0
OP03-116,parallel 7,Parallel 7,OP03-116_p7,Other Product Card,OP03/parallel/OP03-116_p7.png,0,0,0,0,0,0,0
OP03-116,r1,R1,OP03-116_r1,One Piece Card The Best,OP03/base/OP03-116_r1.png,0,0,0,0,0,0,0
OP03-118,base,Base,OP03-118,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-118,r1,R1,OP03-118_r1,Yellow Charlotte Katakuri,OP03/base/OP03-118_r1.png,0,0,0,0,0,0,0
OP03-121,base,Base,OP03-121,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-121,parallel 3,Parallel 3,OP03-121_p3,One Piece Card The Best,OP03/parallel/OP03-121_p3.png,0,0,0,0,0,0,0
OP03-121,parallel 4,Parallel 4,OP03-121_p4,One Piece Card The Best,OP03/parallel/OP03-121_p4.png,0,0,0,0,0,0,0
OP03-121,parallel 5,Parallel 5,OP03-121_p5,Other Product Card,OP03/parallel/OP03-121_p5.png,0,0,0,0,0,0,0
OP03-121,r1,R1,OP03-121_r1,Yellow Charlotte Katakuri,OP03/base/OP03-121_r1.png,0,0,0,0,0,0,0
OP03-121,r2,R2,OP03-121_r2,One Piece Card The Best,OP03/base/OP03-121_r2.png,0,0,0,0,0,0,0
OP03-122,base,Base,OP03-122,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-122,parallel 1,Parallel 1,OP03-122_p1,Pillars Of Strength,OP03/parallel/OP03-122_p1.png,0,0,0,0,0,0,0
OP03-122,parallel 2,Parallel 2,OP03-122_p2,Pillars Of Strength,OP03/parallel/OP03-122_p2.png,0,0,0,0,0,0,0
OP03-122,r1,R1,OP03-122_r1,One Piece Card The Best,OP03/base/OP03-122_r1.png,0,0,0,0,0,0,0
OP03-123,base,Base,OP03-123,Pillars Of Strength,,1,0,0,0,0,0,0
OP03-123,parallel 1,Parallel 1,OP03-123_p1,Pillars Of Strength,OP03/parallel/OP03-123_p1.png,0,0,0,0,0,0,0
OP03-123,parallel 2,Parallel 2,OP03-123_p2,Promotion Card,OP03/parallel/OP03-123_p2.png,0,0,0,0,0,0,0
OP03-123,parallel 4,Parallel 4,OP03-123_p4,One Piece Card The Best,OP03/parallel/OP03-123_p4.png,0,0,0,0,0,0,0
OP03-123,r1,R1,OP03-123_r1,One Piece Card The Best,OP03/base/OP03-123_r1.png,0,0,0,0,0,0,0
OP04-001,base,Base,OP04-001,Kingdoms Of Intrigue,,1,0,0,0,0,0,0
OP04-001,parallel 1,Parallel 1,OP04-001_p1,Kingdoms Of Intrigue,OP04/parallel/OP04-001_p1.png,0,0,0,0,0,0,0
OP04-010,base,Base,OP04-010,Kingdoms Of Intrigue,,1,0,0,0,0,0,0
OP04-010,parallel 1,Parallel 1,OP04-010_p1,Promotion Card,OP04/parallel/OP04-010_p1.png,0,0,0,0,0,0,0
OP04-010,parallel 2,Parallel 2,OP04-010_p2,Promotion Card,OP04/parallel/OP04-010_p2.png,0,0,0,0,0,0,0
OP04-013,base,Base,OP04-013,Kingdoms Of Intrigue,,1,0,0,0,0,0,0
OP04-013,parallel 1,Parallel 1,OP04-013_p1,Kingdoms Of Intrigue,OP04/parallel/OP04-013_p1.png,0,0,0,0,0,0,0
OP04-016,base,Base,OP04-016,Kingdoms Of Intrigue,,1,0,0,0,0,0,0
OP04-016,parallel 1,Parallel 1,OP04-016_p1,One Piece Card The Best Vol.2,OP04/parallel/OP04-016_p1.png,0,0,0,0,0,0,0
OP04-016,r1,R1,OP04-016_r1,One Piece Card The Best Vol.2,OP04/base/OP04-016_r1.png,0,0,0,0,0,0,0
OP04-019,base,Base,OP04-019,Kingdoms Of Intrigue,,1,0,0,0,0,0,0
OP04-019,parallel 1,Parallel 1,OP04-019_p1,Kingdoms Of Intrigue,OP04/parallel/OP04-019_p1.png,0,0,0,0,0,0,0
OP04-020,base,Base,OP04-020,Kingdoms Of Intrigue,,1,0,0,0,0,0,0
OP04-020,parallel 1,Parallel 1,OP04-020_p1,Kingdoms Of Intrigue,OP04/parallel/OP04-020_p1.png,0,0,0,0,0,0,0
OP04-024,base,Base,OP04-024,Kingdoms Of Intrigue,OP04/sp/OP04-024_sp.png,1,1,0,0,0,0,0
OP04-024,parallel 1,Parallel 1,OP04-024_p1,Kingdoms Of Intrigue,OP04/parallel/OP04-024_p1.png,0,1,0,0,0,0,0
OP04-024,parallel 2,Parallel 2,OP04-024_p2,Wings Of The Captain,OP04/parallel/OP04-024_p2.png,0,1,0,0,0,0,0
OP04-028,base,Base,OP04-028,Kingdoms Of Intrigue,,1,0,0,0,0,0,0
OP04-028,parallel 1,Parallel 1,OP04-028_p1,Kingdoms Of Intrigue,OP04/parallel/OP04-028_p1.png,0,0,0,0,0,0,0
OP04-029,base,Base,OP04-029,Kingdoms Of Intrigue,,1,0,0,0,0,0,0
OP04-029,parallel 2,Parallel 2,OP04-029_p2,One Piece Card The Best,OP04/parallel/OP04-029_p2.png,0,0,0,0,0,0,0
OP04-029,parallel 3,Parallel 3,OP04-029_p3,One Piece Card The Best,OP04/parallel/OP04-029_p3.png,0,0,0,0,0,0,0
OP04-029,r1,R1,OP04-029_r1,One Piece Card The Best,OP04/base/OP04-029_r1.png,0,0,0,0,0,0,0
OP04-030,base,Base,OP04-030,Kingdoms Of Intrigue,,1,0,0,0,0,0,0
OP04-030,parallel 1,Parallel 1,OP04-030_p1,Kingdoms Of Intrigue,OP04/parallel/OP04-030_p1.png,0,0,0,0,0,0,0
OP04-031,base,Base,OP04-031,Kingdoms Of Intrigue,,1,0,0,0,0,0,0
OP04-031,parallel 1,Parallel 1,OP04-031_p1,Kingdoms Of Intrigue,OP04/parallel/OP04-031_p1.png,0,0,0,0,0,0,0
OP04-031,parallel 3,Parallel 3,OP04-031_p3,One Piece Card The Best,OP04/parallel/OP04-031_p3.png,0,0,0,0,0,0,0
OP04-031,r1,R1,OP04-031_r1,One Piece Card The Best,OP04/base/OP04-031_r1.png,0,0,0,0,0,0,0
OP04-032,base,Base,OP04-032,Kingdoms Of Intrigue,,1,0,0,0,0,0,0
OP04-032,parallel 2,Parallel 2,OP04-032_p2,One Piece Card The Best,OP04/parallel/OP04-032_p2.png,0,0,0,0,0,0,0
OP04-032,parallel 3,Parallel 3,OP04-032_p3,One Piece Card The Best,OP04/parallel/OP04-032_p3.png,0,0,0,0,0,0,0
OP04-032,parallel 4,Parallel 4,OP04-032_p4,Other Product Card,OP04/parallel/OP04-032_p4.png,0,0,0,0,0,0,0
OP04-032,r1,R1,OP04-032_r1,One Piece Card The Best,OP04/base/OP04-032_r1.png,0,0,0,0,0,0,0
OP04-036,base,Base,OP04-036,Kingdoms Of Intrigue,,1,0,0,0,0,0,0
OP04-036,parallel 2,Parallel 2,OP04-036_p2,One Piece Card The Best,OP04/parallel/OP04-036_p2.png,0,0,0,0,0,0,0
OP04-036,parallel 3,Parallel 3,OP04-036_p3,One Piece Card The Best,OP04/parallel/OP04-036_p3.png,0,0,0,0,0,0,0
OP04-036,r1,R1,OP04-036_r1,One Piece Card The Best,OP04/base/OP04-036_r1.png,0,0,0,0,0,0,0
OP04-039,base,Base,OP04-039,Kingdoms Of Intrigue,,1,0,0,0,0,0,0
OP04-039,parallel 1,Parallel 1,OP04-039_p1,Kingdoms Of Intrigue,OP04/parallel/OP04-039_p1.png,0,0,0,0,0,0,0
OP04-040,base,Base,OP04-040,Kingdoms Of Intrigue,,1,0,0,0,0,0,0
OP04-040,parallel 1,Parallel 1,OP04-040_p1,Kingdoms Of Intrigue,OP04/parallel/OP04-040_p1.png,0,0,0,0,0,0,0
OP04-044,base,Base,OP04-044,Kingdoms Of Intrigue,,1,0,0,0,0,0,0
OP04-044,parallel 1,Parallel 1,OP04-044_p1,Kingdoms Of Intrigue,OP04/parallel/OP04-044_p1.png,0,0,0,0,0,0,0
OP04-044,parallel 2,Parallel 2,OP04-044_p2,Awakening Of The New Era,OP04/parallel/OP04-044_p2.png,0,0,0,0,0,0,0
OP04-044,parallel 4,Parallel 4,OP04-044_p4,One Piece Card The Best,OP04/parallel/OP04-044_p4.png,0,0,0,0,0,0,0
OP04-044,r1,R1,OP04-044_r1,One Piece Card The Best,OP04/base/OP04-044_r1.png,0,0,0,0,0,0,0
OP04-051,base,Base,OP04-051,Kingdoms Of Intrigue,,1,0,0,0,0,0,0
