cards_table_id,card_canonical_code,card_name,card_rarity,card_source,cv_card_variant_id,cv_card_variants_card_id,cv_print_id,cv_tcgplayer_product_id,cv_variant,cv_variant_label,cv_variant_source,cv_image_path,cv_image_url,printing_market_map_id,printing_id,printing_market_map_market_product_internal_fk,pmm_mapping_confidence,pmm_mapping_method,mp_market_products_internal_id,mp_market_product_id,mp_product_name,mp_clean_name,mp_ext_number,mp_rarity_market,mp_subtype,mp_market_product_source,mpr_market_prices_id,market_product_fk,mpr_low_price,mpr_mid_price,mpr_high_price,mpr_market_price,mpr_direct_low_price,mpr_listed_median_price,mpr_captured_at,mpr_mpr_source_name,print_id_trim,has_printing_market_map,has_market_product_via_map,has_market_price_via_chain,has_tcgplayer_column_price,has_variant_image_fields,has_image_assets_row,failure_stage
179,EB03-057,Yamato,R,,563,179,EB03-057::alt,,alt,Alt,local-catalog,thumbs/EB03-057(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,EB03-057::alt,0,0,0,0,1,0,missing_printing_market_map
179,EB03-057,Yamato,R,,564,179,EB03-057_p1,,parallel_1,Parallel 1,official-cardlist,EB03/parallel/EB03-057_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB03-057_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB03-057_p1,0,0,0,0,1,0,missing_printing_market_map
180,EB03-058,Lilith,R,,565,180,EB03-058,,base,Base,official-cardlist,EB03/base/EB03-058.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB03-058.png?260305,4542,565,5335,HIGH,exact_code_plus_base_flag,5335,672812,Lilith,Lilith,EB03-058,R,,tcgcsv,5193,5335,0.01,0.25,5.99,0.26,,,2026-04-02 03:06:21,tcgcsv,EB03-058,1,1,1,0,1,0,missing_tcgplayer_product_id_only
181,EB03-059,S-Snake,R,,567,181,EB03-059,,base,Base,official-cardlist,EB03/base/EB03-059.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB03-059.png?260305,4543,567,5336,HIGH,exact_code_plus_base_flag,5336,672813,S-Snake,S Snake,EB03-059,R,,tcgcsv,5194,5336,0.05,0.4,5.77,0.33,,,2026-04-02 03:06:21,tcgcsv,EB03-059,1,1,1,0,1,0,missing_tcgplayer_product_id_only
182,EB03-060,Will You Be My Servant?,C,,569,182,EB03-060,,base,Base,official-cardlist,EB03/base/EB03-060.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB03-060.png?260305,4544,569,5337,HIGH,exact_code_plus_base_flag,5337,672814,Will You Be My Servant?,Will You Be My Servant,EB03-060,C,,tcgcsv,5195,5337,0.01,0.2,99.9,0.13,,,2026-04-02 03:06:21,tcgcsv,EB03-060,1,1,1,0,1,0,missing_tcgplayer_product_id_only
183,EB03-061,Uta,SEC,,571,183,EB03-061,,base,Base,official-cardlist,EB03/base/EB03-061.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB03-061.png?260305,4545,571,5338,HIGH,exact_code_plus_base_flag,5338,672815,Uta (061),Uta 061,EB03-061,SEC,,tcgcsv,5196,5338,4.99,8.0,128.68,6.73,,,2026-04-02 03:06:21,tcgcsv,EB03-061,1,1,1,0,1,0,missing_tcgplayer_product_id_only
183,EB03-061,Uta,SEC,,573,183,EB03-061::alt,,alt,Alt,local-catalog,thumbs/EB03-061(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,EB03-061::alt,0,0,0,0,1,0,missing_printing_market_map
183,EB03-061,Uta,SEC,,574,183,EB03-061::manga,,mr,Manga,local-catalog,thumbs/EB03-061(manga).webp,,,,,,,,,,,,,,,,,,,,,,,,,EB03-061::manga,0,0,0,0,1,0,missing_printing_market_map
183,EB03-061,Uta,SEC,,575,183,EB03-061_p1,,parallel_1,Parallel 1,official-cardlist,EB03/parallel/EB03-061_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB03-061_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB03-061_p1,0,0,0,0,1,0,missing_printing_market_map
183,EB03-061,Uta,SEC,,576,183,EB03-061_p2,,parallel_2,Parallel 2,official-cardlist,EB03/parallel/EB03-061_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB03-061_p2.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB03-061_p2,0,0,0,0,1,0,missing_printing_market_map
184,EB03-062,Trafalgar Law,SEC,,577,184,EB03-062,,base,Base,official-cardlist,EB03/base/EB03-062.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB03-062.png?260305,4548,577,5341,HIGH,exact_code_plus_base_flag,5341,672818,Trafalgar Law,Trafalgar Law,EB03-062,SEC,,tcgcsv,5199,5341,16.68,23.87,249.99,17.72,,,2026-04-02 03:06:21,tcgcsv,EB03-062,1,1,1,0,1,0,missing_tcgplayer_product_id_only
184,EB03-062,Trafalgar Law,SEC,,579,184,EB03-062::alt,,alt,Alt,local-catalog,thumbs/EB03-062(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,EB03-062::alt,0,0,0,0,1,0,missing_printing_market_map
184,EB03-062,Trafalgar Law,SEC,,580,184,EB03-062_p1,,parallel_1,Parallel 1,official-cardlist,EB03/parallel/EB03-062_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB03-062_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB03-062_p1,0,0,0,0,1,0,missing_printing_market_map
185,EB04-001,Jewelry Bonney,L,,582,185,EB04-001::alt,,alt,Alt,local-catalog,thumbs/EB04-001(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,EB04-001::alt,0,0,0,0,1,0,missing_printing_market_map
186,EB04-002,Jewelry Bonney,R,,584,186,EB04-002::alt,,alt,Alt,local-catalog,thumbs/EB04-002(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,EB04-002::alt,0,0,0,0,1,0,missing_printing_market_map
187,EB04-003,Smoker & Tashigi,R,OP15,586,187,EB04-003::sp,,sp,SP,local-catalog,thumbs/EB04-003(SP).webp,,,,,,,,,,,,,,,,,,,,,,,,,EB04-003::sp,0,0,0,0,1,0,missing_printing_market_map
191,EB04-007,Roronoa Zoro,SR,,591,191,EB04-007::alt,,alt,Alt,local-catalog,thumbs/EB04-007(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,EB04-007::alt,0,0,0,0,1,0,missing_printing_market_map
195,EB04-011,Scaled Neptunian,C,,595,195,EB04-011,,base,Base,official-cardlist,thumbs/EB04-011.webp,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-011.png?260305,4333,595,5115,HIGH,exact_code_plus_base_flag,5115,671329,Scaled Neptunian,Scaled Neptunian,EB04-011,C,,tcgcsv,4973,5115,0.01,0.11,1.32,0.11,,,2026-04-02 03:06:21,tcgcsv,EB04-011,1,1,1,0,1,0,missing_tcgplayer_product_id_only
196,EB04-012,Kikunojo,SR,,597,196,EB04-012,,base,Base,official-cardlist,thumbs/EB04-012.webp,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-012.png?260305,4308,597,5090,HIGH,exact_code_plus_base_flag,5090,668644,Kikunojo - EB04-012,Kikunojo EB04 012,EB04-012,SR,,tcgcsv,4948,5090,0.01,0.55,8.0,0.4,,,2026-04-02 03:06:21,tcgcsv,EB04-012,1,1,1,0,1,0,missing_tcgplayer_product_id_only
196,EB04-012,Kikunojo,SR,,599,196,EB04-012::alt,,alt,Alt,local-catalog,thumbs/EB04-012(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,EB04-012::alt,0,0,0,0,1,0,missing_printing_market_map
196,EB04-012,Kikunojo,SR,,600,196,EB04-012_p1,,parallel_1,Parallel 1,official-cardlist,EB04/parallel/EB04-012_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-012_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB04-012_p1,0,0,0,0,1,0,missing_printing_market_map
197,EB04-013,Carrot,SR,,601,197,EB04-013,,base,Base,official-cardlist,thumbs/EB04-013.webp,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-013.png?260305,4310,601,5092,HIGH,exact_code_plus_base_flag,5092,668658,Carrot,Carrot,EB04-013,SR,,tcgcsv,4950,5092,0.1,0.7,9.25,0.39,,,2026-04-02 03:06:21,tcgcsv,EB04-013,1,1,1,0,1,0,missing_tcgplayer_product_id_only
197,EB04-013,Carrot,SR,,603,197,EB04-013::alt,,alt,Alt,local-catalog,thumbs/EB04-013(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,EB04-013::alt,0,0,0,0,1,0,missing_printing_market_map
197,EB04-013,Carrot,SR,,604,197,EB04-013_p1,,parallel_1,Parallel 1,official-cardlist,EB04/parallel/EB04-013_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-013_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB04-013_p1,0,0,0,0,1,0,missing_printing_market_map
198,EB04-014,Kozuki Sukiyaki,C,,605,198,EB04-014,,base,Base,official-cardlist,thumbs/EB04-014.webp,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-014.png?260305,4334,605,5116,HIGH,exact_code_plus_base_flag,5116,671330,Kouzuki Sukiyaki,Kouzuki Sukiyaki,EB04-014,C,,tcgcsv,4974,5116,0.01,0.14,10.11,0.14,,,2026-04-02 03:06:21,tcgcsv,EB04-014,1,1,1,0,1,0,missing_tcgplayer_product_id_only
199,EB04-015,Jinbe,R,,607,199,EB04-015,,base,Base,official-cardlist,thumbs/EB04-015.webp,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-015.png?260305,4276,607,5054,HIGH,exact_code_plus_base_flag,5054,666534,Jinbe - EB04-015,Jinbe EB04 015,EB04-015,R,,tcgcsv,4912,5054,0.01,0.19,10.18,0.15,,,2026-04-02 03:06:21,tcgcsv,EB04-015,1,1,1,0,1,0,missing_tcgplayer_product_id_only
200,EB04-016,Bird Neptunian,C,,609,200,EB04-016,,base,Base,official-cardlist,thumbs/EB04-016.webp,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-016.png?260305,4335,609,5117,HIGH,exact_code_plus_base_flag,5117,671331,Bird Neptunian,Bird Neptunian,EB04-016,C,,tcgcsv,4975,5117,0.01,0.11,10.1,0.1,,,2026-04-02 03:06:21,tcgcsv,EB04-016,1,1,1,0,1,0,missing_tcgplayer_product_id_only
201,EB04-017,Mystoms,C,,611,201,EB04-017,,base,Base,official-cardlist,thumbs/EB04-017.webp,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-017.png?260305,4336,611,5118,HIGH,exact_code_plus_base_flag,5118,671332,Mystoms,Mystoms,EB04-017,C,,tcgcsv,4976,5118,0.01,0.12,10.11,0.09,,,2026-04-02 03:06:21,tcgcsv,EB04-017,1,1,1,0,1,0,missing_tcgplayer_product_id_only
202,EB04-018,Megalo,R,,613,202,EB04-018,,base,Base,official-cardlist,thumbs/EB04-018.webp,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-018.png?260305,4275,613,5053,HIGH,exact_code_plus_base_flag,5053,666532,Megalo (Alternate Art),Megalo Alternate Art,EB04-018,R,,tcgcsv,4911,5053,11.0,15.79,99.0,13.3,,,2026-04-02 03:06:21,tcgcsv,EB04-018,1,1,1,0,1,0,missing_tcgplayer_product_id_only
202,EB04-018,Megalo,R,,615,202,EB04-018::alt,,alt,Alt,local-catalog,thumbs/EB04-018(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,EB04-018::alt,0,0,0,0,1,0,missing_printing_market_map
202,EB04-018,Megalo,R,,616,202,EB04-018_p1,,parallel_1,Parallel 1,official-cardlist,EB04/parallel/EB04-018_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-018_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB04-018_p1,0,0,0,0,1,0,missing_printing_market_map
203,EB04-019,Eleclaw,R,,617,203,EB04-019,,base,Base,official-cardlist,thumbs/EB04-019.webp,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-019.png?260305,4277,617,5055,HIGH,exact_code_plus_base_flag,5055,666535,Eleclaw,Eleclaw,EB04-019,R,,tcgcsv,4913,5055,0.01,0.25,10.24,0.16,,,2026-04-02 03:06:21,tcgcsv,EB04-019,1,1,1,0,1,0,missing_tcgplayer_product_id_only
204,EB04-020,Shark Brick Fist,C,,619,204,EB04-020,,base,Base,official-cardlist,thumbs/EB04-020.webp,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-020.png?260305,4338,619,5120,HIGH,exact_code_plus_base_flag,5120,671334,Shark Brick Fist,Shark Brick Fist,EB04-020,C,,tcgcsv,4978,5120,0.01,0.12,10.15,0.06,,,2026-04-02 03:06:21,tcgcsv,EB04-020,1,1,1,0,1,0,missing_tcgplayer_product_id_only
205,EB04-021,Igaram,C,,621,205,EB04-021,,base,Base,official-cardlist,thumbs/EB04-021.webp,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-021.png?260305,4339,621,5121,HIGH,exact_code_plus_base_flag,5121,671335,Igaram,Igaram,EB04-021,C,,tcgcsv,4979,5121,0.01,0.1,10.09,0.06,,,2026-04-02 03:06:21,tcgcsv,EB04-021,1,1,1,0,1,0,missing_tcgplayer_product_id_only
206,EB04-022,Issho,R,,623,206,EB04-022,,base,Base,official-cardlist,thumbs/EB04-022.webp,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-022.png?260305,4278,623,5056,HIGH,exact_code_plus_base_flag,5056,666537,Issho - EB04-022 (Alternate Art),Issho EB04 022 Alternate Art,EB04-022,R,,tcgcsv,4914,5056,7.25,11.0,55.0,8.7,,,2026-04-02 03:06:21,tcgcsv,EB04-022,1,1,1,0,1,0,missing_tcgplayer_product_id_only
206,EB04-022,Issho,R,,625,206,EB04-022::alt,,alt,Alt,local-catalog,thumbs/EB04-022(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,EB04-022::alt,0,0,0,0,1,0,missing_printing_market_map
206,EB04-022,Issho,R,,626,206,EB04-022_p1,,parallel_1,Parallel 1,official-cardlist,EB04/parallel/EB04-022_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-022_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB04-022_p1,0,0,0,0,1,0,missing_printing_market_map
207,EB04-023,Chaka & Pell,R,,627,207,EB04-023,,base,Base,official-cardlist,thumbs/EB04-023.webp,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-023.png?260305,4295,627,5077,HIGH,exact_code_plus_base_flag,5077,668529,Chaka & Pell - EB04-023,Chaka and Pell EB04 023,EB04-023,R,,tcgcsv,4935,5077,0.01,0.24,10.1,0.18,,,2026-04-02 03:06:21,tcgcsv,EB04-023,1,1,1,0,1,0,missing_tcgplayer_product_id_only
207,EB04-023,Chaka & Pell,R,,629,207,EB04-023::standardbattle,,promo,Standardbattle,local-catalog,thumbs/EB04-023(StandardBattle).webp,,,,,,,,,,,,,,,,,,,,,,,,,EB04-023::standardbattle,0,0,0,0,1,0,missing_printing_market_map
208,EB04-024,Terracotta,C,,630,208,EB04-024,,base,Base,official-cardlist,thumbs/EB04-024.webp,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-024.png?260305,4341,630,5123,HIGH,exact_code_plus_base_flag,5123,671337,Terracotta,Terracotta,EB04-024,C,,tcgcsv,4981,5123,0.01,0.13,10.11,0.11,,,2026-04-02 03:06:21,tcgcsv,EB04-024,1,1,1,0,1,0,missing_tcgplayer_product_id_only
209,EB04-025,Nefeltari Vivi,SR,,632,209,EB04-025,,base,Base,official-cardlist,thumbs/EB04-025.webp,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-025.png?260305,4312,632,5094,HIGH,exact_code_plus_base_flag,5094,668670,Nefeltari Vivi,Nefeltari Vivi,EB04-025,SR,,tcgcsv,4952,5094,0.5,1.5,19.95,1.04,,,2026-04-02 03:06:21,tcgcsv,EB04-025,1,1,1,0,1,0,missing_tcgplayer_product_id_only
209,EB04-025,Nefeltari Vivi,SR,,634,209,EB04-025::alt,,alt,Alt,local-catalog,thumbs/EB04-025(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,EB04-025::alt,0,0,0,0,1,0,missing_printing_market_map
209,EB04-025,Nefeltari Vivi,SR,,635,209,EB04-025_p1,,parallel_1,Parallel 1,official-cardlist,EB04/parallel/EB04-025_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-025_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB04-025_p1,0,0,0,0,1,0,missing_printing_market_map
210,EB04-026,Bluegrass,C,,636,210,EB04-026,,base,Base,official-cardlist,thumbs/EB04-026.webp,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-026.png?260305,4342,636,5124,HIGH,exact_code_plus_base_flag,5124,671338,Bluegrass,Bluegrass,EB04-026,C,,tcgcsv,4982,5124,0.01,0.13,10.14,0.09,,,2026-04-02 03:06:21,tcgcsv,EB04-026,1,1,1,0,1,0,missing_tcgplayer_product_id_only
211,EB04-027,Boa Hancock,R,,638,211,EB04-027,,base,Base,official-cardlist,thumbs/EB04-027.webp,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-027.png?260305,4294,638,5076,HIGH,exact_code_plus_base_flag,5076,668528,Boa Hancock - EB04-027,Boa Hancock EB04 027,EB04-027,R,,tcgcsv,4934,5076,0.02,0.3,20.0,0.24,,,2026-04-02 03:06:21,tcgcsv,EB04-027,1,1,1,0,1,0,missing_tcgplayer_product_id_only
212,EB04-028,Ice Time,R,,640,212,EB04-028,,base,Base,official-cardlist,thumbs/EB04-028.webp,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-028.png?260305,4343,640,5125,HIGH,exact_code_plus_base_flag,5125,671339,Ice Time,Ice Time,EB04-028,R,,tcgcsv,4983,5125,0.01,0.25,2.74,0.15,,,2026-04-02 03:06:21,tcgcsv,EB04-028,1,1,1,0,1,0,missing_tcgplayer_product_id_only
213,EB04-029,I Heard the Sound...of a Lady's Teardrops Falling,UC,,642,213,EB04-029,,base,Base,official-cardlist,thumbs/EB04-029.webp,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-029.png?260305,4344,642,5126,HIGH,exact_code_plus_base_flag,5126,671340,I Heard the Sound...of a Lady's Teardrops Falling,I Heard the Soundof a Ladys Teardrops Falling,EB04-029,C,,tcgcsv,4984,5126,0.01,0.15,1.42,0.11,,,2026-04-02 03:06:21,tcgcsv,EB04-029,1,1,1,0,1,0,missing_tcgplayer_product_id_only
214,EB04-030,Kaido,R,,644,214,EB04-030,,base,Base,official-cardlist,thumbs/EB04-030.webp,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-030.png?260305,4279,644,5057,HIGH,exact_code_plus_base_flag,5057,666539,Kaido,Kaido,EB04-030,R,,tcgcsv,4915,5057,0.01,0.23,15.0,0.17,,,2026-04-02 03:06:21,tcgcsv,EB04-030,1,1,1,0,1,0,missing_tcgplayer_product_id_only
215,EB04-031,King,R,,646,215,EB04-031,,base,Base,official-cardlist,thumbs/EB04-031.webp,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-031.png?260305,4280,646,5058,HIGH,exact_code_plus_base_flag,5058,666540,King (Alternate Art),King Alternate Art,EB04-031,R,,tcgcsv,4916,5058,4.09,7.13,59.99,5.18,,,2026-04-02 03:06:21,tcgcsv,EB04-031,1,1,1,0,1,0,missing_tcgplayer_product_id_only
215,EB04-031,King,R,,648,215,EB04-031::alt,,alt,Alt,local-catalog,thumbs/EB04-031(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,EB04-031::alt,0,0,0,0,1,0,missing_printing_market_map
215,EB04-031,King,R,,649,215,EB04-031_p1,,parallel_1,Parallel 1,official-cardlist,EB04/parallel/EB04-031_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-031_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB04-031_p1,0,0,0,0,1,0,missing_printing_market_map
216,EB04-032,Queen,R,,650,216,EB04-032,,base,Base,official-cardlist,thumbs/EB04-032.webp,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-032.png?260305,4346,650,5128,HIGH,exact_code_plus_base_flag,5128,671342,Queen,Queen,EB04-032,R,,tcgcsv,4986,5128,0.01,0.25,10.33,0.18,,,2026-04-02 03:06:21,tcgcsv,EB04-032,1,1,1,0,1,0,missing_tcgplayer_product_id_only
217,EB04-033,Groggy Monsters,C,,652,217,EB04-033,,base,Base,official-cardlist,thumbs/EB04-033.webp,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-033.png?260305,4347,652,5129,HIGH,exact_code_plus_base_flag,5129,671343,Groggy Monsters,Groggy Monsters,EB04-033,C,,tcgcsv,4987,5129,0.01,0.1,10.08,0.07,,,2026-04-02 03:06:21,tcgcsv,EB04-033,1,1,1,0,1,0,missing_tcgplayer_product_id_only
218,EB04-034,Charlotte Pudding,C,,654,218,EB04-034,,base,Base,official-cardlist,thumbs/EB04-034.webp,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-034.png?260305,4348,654,5130,HIGH,exact_code_plus_base_flag,5130,671344,Charlotte Pudding,Charlotte Pudding,EB04-034,C,,tcgcsv,4988,5130,0.01,0.13,10.12,0.09,,,2026-04-02 03:06:21,tcgcsv,EB04-034,1,1,1,0,1,0,missing_tcgplayer_product_id_only
219,EB04-035,Hitokiri Kamazo,C,,656,219,EB04-035,,base,Base,official-cardlist,thumbs/EB04-035.webp,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-035.png?260305,4349,656,5131,HIGH,exact_code_plus_base_flag,5131,671345,Hitokiri Kamazo,Hitokiri Kamazo,EB04-035,C,,tcgcsv,4989,5131,0.01,0.1,1.36,0.09,,,2026-04-02 03:06:21,tcgcsv,EB04-035,1,1,1,0,1,0,missing_tcgplayer_product_id_only
220,EB04-036,Foxy,SR,,658,220,EB04-036,,base,Base,official-cardlist,thumbs/EB04-036.webp,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-036.png?260305,4314,658,5096,HIGH,exact_code_plus_base_flag,5096,668752,Foxy (Alternate Art),Foxy Alternate Art,EB04-036,SR,,tcgcsv,4954,5096,5.16,7.13,50.0,5.57,,,2026-04-02 03:06:21,tcgcsv,EB04-036,1,1,1,0,1,0,missing_tcgplayer_product_id_only
220,EB04-036,Foxy,SR,,660,220,EB04-036::alt,,alt,Alt,local-catalog,thumbs/EB04-036(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,EB04-036::alt,0,0,0,0,1,0,missing_printing_market_map
220,EB04-036,Foxy,SR,,661,220,EB04-036_p1,,parallel_1,Parallel 1,official-cardlist,EB04/parallel/EB04-036_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-036_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB04-036_p1,0,0,0,0,1,0,missing_printing_market_map
221,EB04-037,Porche,C,,662,221,EB04-037,,base,Base,official-cardlist,thumbs/EB04-037.webp,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-037.png?260305,4350,662,5132,HIGH,exact_code_plus_base_flag,5132,671346,Porche,Porche,EB04-037,C,,tcgcsv,4990,5132,0.01,0.12,10.08,0.1,,,2026-04-02 03:06:21,tcgcsv,EB04-037,1,1,1,0,1,0,missing_tcgplayer_product_id_only
222,EB04-038,Rosinante & Law,SR,,664,222,EB04-038,,base,Base,official-cardlist,thumbs/EB04-038.webp,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-038.png?260305,4316,664,5098,HIGH,exact_code_plus_base_flag,5098,669239,Rosinante & Law,Rosinante and Law,EB04-038,SR,,tcgcsv,4956,5098,1.25,2.33,99.9,1.67,,,2026-04-02 03:06:21,tcgcsv,EB04-038,1,1,1,0,1,0,missing_tcgplayer_product_id_only
222,EB04-038,Rosinante & Law,SR,,666,222,EB04-038::alt,,alt,Alt,local-catalog,thumbs/EB04-038(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,EB04-038::alt,0,0,0,0,1,0,missing_printing_market_map
222,EB04-038,Rosinante & Law,SR,,667,222,EB04-038_p1,,parallel_1,Parallel 1,official-cardlist,EB04/parallel/EB04-038_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-038_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB04-038_p1,0,0,0,0,1,0,missing_printing_market_map
223,EB04-039,"Eustass""Captain""Kid",R,,668,223,EB04-039,,base,Base,official-cardlist,EB04/base/EB04-039.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-039.png?260305,4351,668,5133,HIGH,exact_code_plus_base_flag,5133,671347,"Eustass""Captain""Kid - EB04-039",EustassCaptainKid EB04 039,EB04-039,R,,tcgcsv,4991,5133,0.01,0.2,10.17,0.18,,,2026-04-02 03:06:21,tcgcsv,EB04-039,1,1,1,0,1,0,missing_tcgplayer_product_id_only
223,EB04-039,"Eustass""Captain""Kid",R,,670,223,EB04-039_p1,,parallel_1,Parallel 1,official-cardlist,EB04/parallel/EB04-039_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-039_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB04-039_p1,0,0,0,0,1,0,missing_printing_market_map
223,EB04-039,"Eustass""Captain""Kid",R,,671,223,EB04-039::sp,,sp,SP,local-catalog,thumbs/EB04-039(SP).webp,,,,,,,,,,,,,,,,,,,,,,,,,EB04-039::sp,0,0,0,0,1,0,missing_printing_market_map
224,EB04-040,Flame Dragon Torch,R,,672,224,EB04-040,,base,Base,official-cardlist,thumbs/EB04-040.webp,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-040.png?260305,4352,672,5134,HIGH,exact_code_plus_base_flag,5134,671348,Flame Dragon Torch,Flame Dragon Torch,EB04-040,R,,tcgcsv,4992,5134,0.01,0.22,10.31,0.17,,,2026-04-02 03:06:21,tcgcsv,EB04-040,1,1,1,0,1,0,missing_tcgplayer_product_id_only
225,EB04-041,Stealth Black,C,,674,225,EB04-041,,base,Base,official-cardlist,thumbs/EB04-041.webp,https://en.onepiece-cardgame.com/images/cardlist/card/EB04-041.png?260305,4293,674,5075,HIGH,exact_code_plus_base_flag,5075,668420,Stealth Black,Stealth Black,EB04-041,C,,tcgcsv,4933,5075,0.01,0.14,10.12,0.1,,,2026-04-02 03:06:21,tcgcsv,EB04-041,1,1,1,0,1,0,missing_tcgplayer_product_id_only
227,EB04-043,Kaku,R,,678,227,EB04-043::alt,,alt,Alt,local-catalog,thumbs/EB04-043(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,EB04-043::alt,0,0,0,0,1,0,missing_printing_market_map
228,EB04-044,Koby,SR,,680,228,EB04-044::alt,,alt,Alt,local-catalog,thumbs/EB04-044(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,EB04-044::alt,0,0,0,0,1,0,missing_printing_market_map
228,EB04-044,Koby,SR,,681,228,EB04-044::manga,,mr,Manga,local-catalog,thumbs/EB04-044(manga).webp,,,,,,,,,,,,,,,,,,,,,,,,,EB04-044::manga,0,0,0,0,1,0,missing_printing_market_map
232,EB04-048,Rob Lucci,SR,,686,232,EB04-048::alt,,alt,Alt,local-catalog,thumbs/EB04-048(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,EB04-048::alt,0,0,0,0,1,0,missing_printing_market_map
236,EB04-052,Sanji,R,,691,236,EB04-052::alt,,alt,Alt,local-catalog,thumbs/EB04-052(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,EB04-052::alt,0,0,0,0,1,0,missing_printing_market_map
242,EB04-058,Borsalino,SR,,698,242,EB04-058::alt,,alt,Alt,local-catalog,thumbs/EB04-058(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,EB04-058::alt,0,0,0,0,1,0,missing_printing_market_map
