card_id,card_canonical_code,card_name,card_rarity,card_source,cv_card_variant_id,cv_card_variants_card_id,cv_print_id,cv_tcgplayer_product_id,cv_variant,cv_variant_label,cv_variant_source,cv_image_path,cv_image_url,printing_market_map_id,printing_id,printing_market_map_market_product_internal_fk,pmm_mapping_confidence,pmm_mapping_method,mp_market_products_internal_id,mp_market_product_id,mp_product_name,mp_clean_name,mp_ext_number,mp_rarity_market,mp_subtype,mp_market_product_source,mpr_market_prices_id,market_product_fk,mpr_low_price,mpr_mid_price,mpr_high_price,mpr_market_price,mpr_direct_low_price,mpr_listed_median_price,mpr_captured_at,mpr_mpr_source_name,print_id_trim,has_printing_market_map,has_market_product_via_map,has_market_price_via_chain,has_tcgplayer_column_price,has_variant_image_fields,has_image_assets_row,failure_stage
246,OP01-001,Monkey D. Luffy,L,,706,246,OP01-001::25th,,promo,25Th,local-catalog,thumbs/OP01-001(25th).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-001::25th,0,0,0,0,1,0,missing_printing_market_map
246,OP01-001,Monkey D. Luffy,L,,707,246,OP01-001::alt,,alt,Alt,local-catalog,thumbs/OP01-001(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-001::alt,0,0,0,0,1,0,missing_printing_market_map
246,OP01-001,Monkey D. Luffy,L,,708,246,OP01-001_p1,,parallel_1,Parallel 1,official-cardlist,OP01/parallel/OP01-001_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-001_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-001_p1,0,0,0,0,1,0,missing_printing_market_map
246,OP01-001,Monkey D. Luffy,L,,709,246,OP01-001_p2,,parallel_2,Parallel 2,official-cardlist,PCC25/parallel/OP01-001_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-001_p2.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-001_p2,0,0,0,0,1,0,missing_printing_market_map
247,OP01-002,Trafalgar Law,SR,,712,247,OP01-002::alt,,alt,Alt,local-catalog,thumbs/OP01-002(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-002::alt,0,0,0,0,1,0,missing_printing_market_map
247,OP01-002,Trafalgar Law,SR,,713,247,OP01-002_p1,,parallel_1,Parallel 1,official-cardlist,OP01/parallel/OP01-002_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-002_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-002_p1,0,0,0,0,1,0,missing_printing_market_map
248,OP01-003,Monkey.D.Luffy,L,,716,248,OP01-003::alt,,alt,Alt,local-catalog,thumbs/OP01-003(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-003::alt,0,0,0,0,1,0,missing_printing_market_map
248,OP01-003,Monkey.D.Luffy,L,,717,248,OP01-003_p1,,parallel_1,Parallel 1,official-cardlist,OP01/parallel/OP01-003_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-003_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-003_p1,0,0,0,0,1,0,missing_printing_market_map
249,OP01-004,Usopp,R,,720,249,OP01-004::1st anniversary alt,,promo,1St Anniversary Alt,local-catalog,thumbs/OP01-004(1st anniversary alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-004::1st anniversary alt,0,0,0,0,1,0,missing_printing_market_map
249,OP01-004,Usopp,R,,721,249,OP01-004::alt,,alt,Alt,local-catalog,thumbs/OP01-004(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-004::alt,0,0,0,0,1,0,missing_printing_market_map
249,OP01-004,Usopp,R,,722,249,OP01-004_p1,,parallel_1,Parallel 1,official-cardlist,ANN1EN/parallel/OP01-004_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-004_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-004_p1,0,0,0,0,1,0,missing_printing_market_map
250,OP01-005,Uta,R,,725,250,OP01-005::alt,,alt,Alt,local-catalog,thumbs/OP01-005alt.webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-005::alt,0,0,0,0,1,0,missing_printing_market_map
250,OP01-005,Uta,R,,726,250,OP01-005::alt art 2,,alt,Alt Art 2,local-catalog,thumbs/OP01-005(alt2).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-005::alt art 2,0,0,0,0,1,0,missing_printing_market_map
250,OP01-005,Uta,R,,727,250,OP01-005::film,,promo,Film,local-catalog,thumbs/OP01-005_Film.webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-005::film,0,0,0,0,1,0,missing_printing_market_map
250,OP01-005,Uta,R,,728,250,OP01-005::film2,,promo,Film2,local-catalog,thumbs/OP01-005_Film2.webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-005::film2,0,0,0,0,1,0,missing_printing_market_map
250,OP01-005,Uta,R,,729,250,OP01-005_p1,,parallel_1,Parallel 1,official-cardlist,PCCFR/parallel/OP01-005_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-005_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-005_p1,0,0,0,0,1,0,missing_printing_market_map
250,OP01-005,Uta,R,,730,250,OP01-005_p2,,parallel_2,Parallel 2,official-cardlist,GC01/parallel/OP01-005_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-005_p2.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-005_p2,0,0,0,0,1,0,missing_printing_market_map
251,OP01-006,Otama,UC,,733,251,OP01-006::alt,,alt,Alt,local-catalog,thumbs/OP01-006(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-006::alt,0,0,0,0,1,0,missing_printing_market_map
251,OP01-006,Otama,UC,,734,251,OP01-006::alt art 2,,alt,Alt Art 2,local-catalog,thumbs/OP01-006alt2.webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-006::alt art 2,0,0,0,0,1,0,missing_printing_market_map
251,OP01-006,Otama,UC,,735,251,OP01-006_p1,,parallel_1,Parallel 1,official-cardlist,ANN1JP/parallel/OP01-006_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-006_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-006_p1,0,0,0,0,1,0,missing_printing_market_map
251,OP01-006,Otama,UC,,736,251,OP01-006_p3,,parallel_3,Parallel 3,official-cardlist,PRB01/parallel/OP01-006_p3.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-006_p3.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-006_p3,0,0,0,0,1,0,missing_printing_market_map
251,OP01-006,Otama,UC,,737,251,OP01-006_p4,,parallel_4,Parallel 4,official-cardlist,PRB01/parallel/OP01-006_p4.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-006_p4.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-006_p4,0,0,0,0,1,0,missing_printing_market_map
251,OP01-006,Otama,UC,,738,251,OP01-006_p5,,parallel_5,Parallel 5,official-cardlist,PRB01/parallel/OP01-006_p5.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-006_p5.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-006_p5,0,0,0,0,1,0,missing_printing_market_map
251,OP01-006,Otama,UC,,739,251,OP01-006::prb01alt1,,alt,Prb01Alt1,local-catalog,thumbs/OP01-006(PRB01alt1).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-006::prb01alt1,0,0,0,0,1,0,missing_printing_market_map
251,OP01-006,Otama,UC,,740,251,OP01-006::prb01alt2,,alt,Prb01Alt2,local-catalog,thumbs/OP01-006(PRB01alt2).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-006::prb01alt2,0,0,0,0,1,0,missing_printing_market_map
251,OP01-006,Otama,UC,,741,251,OP01-006_r1,,r1,R1,official-cardlist,PRB01/reprint/OP01-006_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-006_r1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-006_r1,0,0,0,0,1,0,missing_printing_market_map
253,OP01-008,Cavendish,C,,746,253,OP01-008::alt,,alt,Alt,local-catalog,thumbs/OP01-008(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-008::alt,0,0,0,0,1,0,missing_printing_market_map
253,OP01-008,Cavendish,C,,747,253,OP01-008_p1,,parallel_1,Parallel 1,official-cardlist,OP01/parallel/OP01-008_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-008_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-008_p1,0,0,0,0,1,0,missing_printing_market_map
258,OP01-013,Sanji,R,,758,258,OP01-013::1st anniversary alt,,promo,1St Anniversary Alt,local-catalog,thumbs/OP01-013(1st anniversary alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-013::1st anniversary alt,0,0,0,0,1,0,missing_printing_market_map
258,OP01-013,Sanji,R,,759,258,OP01-013::25th,,promo,25Th,local-catalog,thumbs/OP01-013(25th).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-013::25th,0,0,0,0,1,0,missing_printing_market_map
258,OP01-013,Sanji,R,,760,258,OP01-013::alt,,alt,Alt,local-catalog,thumbs/OP01-013(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-013::alt,0,0,0,0,1,0,missing_printing_market_map
258,OP01-013,Sanji,R,,761,258,OP01-013::alt art 2,,alt,Alt Art 2,local-catalog,thumbs/OP01-013(alt2).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-013::alt art 2,0,0,0,0,1,0,missing_printing_market_map
258,OP01-013,Sanji,R,,762,258,OP01-013::alt art 3,,alt,Alt Art 3,local-catalog,thumbs/OP01-013alt3.webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-013::alt art 3,0,0,0,0,1,0,missing_printing_market_map
258,OP01-013,Sanji,R,,763,258,OP01-013_p1,,parallel_1,Parallel 1,official-cardlist,OP01/parallel/OP01-013_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-013_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-013_p1,0,0,0,0,1,0,missing_printing_market_map
258,OP01-013,Sanji,R,,764,258,OP01-013_p2,,parallel_2,Parallel 2,official-cardlist,PCC25/parallel/OP01-013_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-013_p2.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-013_p2,0,0,0,0,1,0,missing_printing_market_map
258,OP01-013,Sanji,R,,765,258,OP01-013_p3,,parallel_3,Parallel 3,official-cardlist,GC01/parallel/OP01-013_p3.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-013_p3.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-013_p3,0,0,0,0,1,0,missing_printing_market_map
258,OP01-013,Sanji,R,,766,258,OP01-013_p4,,parallel_4,Parallel 4,official-cardlist,ANN1EN/parallel/OP01-013_p4.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-013_p4.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-013_p4,0,0,0,0,1,0,missing_printing_market_map
258,OP01-013,Sanji,R,,767,258,OP01-013::tr alt,,tr,Tr Alt,local-catalog,thumbs/OP01-013(TR-alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-013::tr alt,0,0,0,0,1,0,missing_printing_market_map
259,OP01-014,Jinbe,UC,,770,259,OP01-014::film,,promo,Film,local-catalog,thumbs/OP01-014_Film.webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-014::film,0,0,0,0,1,0,missing_printing_market_map
259,OP01-014,Jinbe,UC,,771,259,OP01-014::film2,,promo,Film2,local-catalog,thumbs/OP01-014_Film2.webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-014::film2,0,0,0,0,1,0,missing_printing_market_map
259,OP01-014,Jinbe,UC,,772,259,OP01-014_p1,,parallel_1,Parallel 1,official-cardlist,PCCFR/parallel/OP01-014_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-014_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-014_p1,0,0,0,0,1,0,missing_printing_market_map
260,OP01-015,Tony Tony.Chopper,UC,,775,260,OP01-015::alt,,alt,Alt,local-catalog,thumbs/OP01-015alt.webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-015::alt,0,0,0,0,1,0,missing_printing_market_map
260,OP01-015,Tony Tony.Chopper,UC,,776,260,OP01-015_p1,,parallel_1,Parallel 1,official-cardlist,ORP2024V3/parallel/OP01-015_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-015_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-015_p1,0,0,0,0,1,0,missing_printing_market_map
261,OP01-016,Nami,R,,779,261,OP01-016::1st anniversary alt,,promo,1St Anniversary Alt,local-catalog,thumbs/OP01-016(1st anniversary alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-016::1st anniversary alt,0,0,0,0,1,0,missing_printing_market_map
261,OP01-016,Nami,R,,780,261,OP01-016::25th,,promo,25Th,local-catalog,thumbs/OP01-016 25th.webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-016::25th,0,0,0,0,1,0,missing_printing_market_map
261,OP01-016,Nami,R,,781,261,OP01-016::alt,,alt,Alt,local-catalog,thumbs/OP01-016alt.webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-016::alt,0,0,0,0,1,0,missing_printing_market_map
261,OP01-016,Nami,R,,783,261,OP01-016::alt art 2,,alt,Alt Art 2,local-catalog,thumbs/OP01-016(alt2).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-016::alt art 2,0,0,0,0,1,0,missing_printing_market_map
261,OP01-016,Nami,R,,784,261,OP01-016::alt art 3,,alt,Alt Art 3,local-catalog,thumbs/OP01-016alt3.webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-016::alt art 3,0,0,0,0,1,0,missing_printing_market_map
261,OP01-016,Nami,R,,785,261,OP01-016::alt art 4,,alt,Alt Art 4,local-catalog,thumbs/OP01-016alt4.webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-016::alt art 4,0,0,0,0,1,0,missing_printing_market_map
261,OP01-016,Nami,R,,786,261,OP01-016::alt art 7,,alt,Alt Art 7,local-catalog,thumbs/OP01-016alt7.webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-016::alt art 7,0,0,0,0,1,0,missing_printing_market_map
261,OP01-016,Nami,R,,787,261,OP01-016::manga alt,,mr,Manga Alt,local-catalog,thumbs/OP01-016( manga alt ).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-016::manga alt,0,0,0,0,1,0,missing_printing_market_map
261,OP01-016,Nami,R,,788,261,OP01-016_p1,,parallel_1,Parallel 1,official-cardlist,OP01/parallel/OP01-016_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-016_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-016_p1,0,0,0,0,1,0,missing_printing_market_map
261,OP01-016,Nami,R,,789,261,OP01-016_p2,,parallel_2,Parallel 2,official-cardlist,PCC25/parallel/OP01-016_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-016_p2.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-016_p2,0,0,0,0,1,0,missing_printing_market_map
261,OP01-016,Nami,R,,790,261,OP01-016_p3,,parallel_3,Parallel 3,official-cardlist,OP01/parallel/OP01-016_p3.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-016_p3.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-016_p3,0,0,0,0,1,0,missing_printing_market_map
261,OP01-016,Nami,R,,791,261,OP01-016_p4,,parallel_4,Parallel 4,official-cardlist,OP05/parallel/OP01-016_p4.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-016_p4.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-016_p4,0,0,0,0,1,0,missing_printing_market_map
261,OP01-016,Nami,R,,792,261,OP01-016_p5,,parallel_5,Parallel 5,official-cardlist,GC01/parallel/OP01-016_p5.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-016_p5.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-016_p5,0,0,0,0,1,0,missing_printing_market_map
261,OP01-016,Nami,R,,793,261,OP01-016_p7,,parallel_7,Parallel 7,official-cardlist,OP01/parallel/OP01-016_p7.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-016_p7.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-016_p7,0,0,0,0,1,0,missing_printing_market_map
261,OP01-016,Nami,R,,794,261,OP01-016_p8,,parallel_8,Parallel 8,official-cardlist,OP01/parallel/OP01-016_p8.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-016_p8.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-016_p8,0,0,0,0,1,0,missing_printing_market_map
261,OP01-016,Nami,R,,795,261,OP01-016::st10 alt,,alt,St10 Alt,local-catalog,thumbs/OP01-016(ST10 alt ).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-016::st10 alt,0,0,0,0,1,0,missing_printing_market_map
262,OP01-017,Nico Robin,R,,798,262,OP01-017::1st anniversary alt,,promo,1St Anniversary Alt,local-catalog,thumbs/OP01-017(1st anniversary alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-017::1st anniversary alt,0,0,0,0,1,0,missing_printing_market_map
262,OP01-017,Nico Robin,R,,799,262,OP01-017::alt,,alt,Alt,local-catalog,thumbs/OP01-017(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-017::alt,0,0,0,0,1,0,missing_printing_market_map
262,OP01-017,Nico Robin,R,,800,262,OP01-017::alt art 2,,alt,Alt Art 2,local-catalog,thumbs/OP01-017alt2.webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-017::alt art 2,0,0,0,0,1,0,missing_printing_market_map
262,OP01-017,Nico Robin,R,,801,262,OP01-017::film,,promo,Film,local-catalog,thumbs/OP01-017_Film.webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-017::film,0,0,0,0,1,0,missing_printing_market_map
262,OP01-017,Nico Robin,R,,802,262,OP01-017::film2,,promo,Film2,local-catalog,thumbs/OP01-017_Film2.webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-017::film2,0,0,0,0,1,0,missing_printing_market_map
262,OP01-017,Nico Robin,R,,803,262,OP01-017_p1,,parallel_1,Parallel 1,official-cardlist,PCCFR/parallel/OP01-017_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-017_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-017_p1,0,0,0,0,1,0,missing_printing_market_map
262,OP01-017,Nico Robin,R,,804,262,OP01-017_p2,,parallel_2,Parallel 2,official-cardlist,ANN1EN/parallel/OP01-017_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-017_p2.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-017_p2,0,0,0,0,1,0,missing_printing_market_map
266,OP01-021,Franky,UC,,813,266,OP01-021::alt,,alt,Alt,local-catalog,thumbs/OP01-021(Alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-021::alt,0,0,0,0,1,0,missing_printing_market_map
266,OP01-021,Franky,UC,,814,266,OP01-021::alt art 2,,alt,Alt Art 2,local-catalog,thumbs/OP01-021(alt2).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-021::alt art 2,0,0,0,0,1,0,missing_printing_market_map
266,OP01-021,Franky,UC,,815,266,OP01-021::film,,promo,Film,local-catalog,thumbs/OP01-021_Film.webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-021::film,0,0,0,0,1,0,missing_printing_market_map
266,OP01-021,Franky,UC,,816,266,OP01-021::film2,,promo,Film2,local-catalog,thumbs/OP01-021_Film2.webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-021::film2,0,0,0,0,1,0,missing_printing_market_map
266,OP01-021,Franky,UC,,817,266,OP01-021::fullalt,,alt,Fullalt,local-catalog,thumbs/OP01-021(fullalt).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-021::fullalt,0,0,0,0,1,0,missing_printing_market_map
266,OP01-021,Franky,UC,,818,266,OP01-021_p1,,parallel_1,Parallel 1,official-cardlist,PCCFR/parallel/OP01-021_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-021_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-021_p1,0,0,0,0,1,0,missing_printing_market_map
266,OP01-021,Franky,UC,,819,266,OP01-021_p2,,parallel_2,Parallel 2,official-cardlist,TP02/parallel/OP01-021_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-021_p2.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-021_p2,0,0,0,0,1,0,missing_printing_market_map
266,OP01-021,Franky,UC,,820,266,OP01-021_p3,,parallel_3,Parallel 3,official-cardlist,GC01/parallel/OP01-021_p3.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-021_p3.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-021_p3,0,0,0,0,1,0,missing_printing_market_map
267,OP01-022,Brook,UC,,823,267,OP01-022::25th,,promo,25Th,local-catalog,thumbs/OP01-022 25th.webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-022::25th,0,0,0,0,1,0,missing_printing_market_map
267,OP01-022,Brook,UC,,824,267,OP01-022_p1,,parallel_1,Parallel 1,official-cardlist,PCC25/parallel/OP01-022_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-022_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-022_p1,0,0,0,0,1,0,missing_printing_market_map
269,OP01-024,Monkey.D.Luffy,SR,,829,269,OP01-024::alt,,alt,Alt,local-catalog,thumbs/OP01-024 (alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-024::alt,0,0,0,0,1,0,missing_printing_market_map
269,OP01-024,Monkey.D.Luffy,SR,,830,269,OP01-024_p1,,parallel_1,Parallel 1,official-cardlist,OP01/parallel/OP01-024_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-024_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-024_p1,0,0,0,0,1,0,missing_printing_market_map
269,OP01-024,Monkey.D.Luffy,SR,,831,269,OP01-024_p3,,parallel_3,Parallel 3,official-cardlist,PRB01/parallel/OP01-024_p3.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-024_p3.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-024_p3,0,0,0,0,1,0,missing_printing_market_map
269,OP01-024,Monkey.D.Luffy,SR,,832,269,OP01-024::prb01alt,,alt,Prb01Alt,local-catalog,thumbs/OP01-024(PRB01alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-024::prb01alt,0,0,0,0,1,0,missing_printing_market_map
269,OP01-024,Monkey.D.Luffy,SR,,833,269,OP01-024_r1,,r1,R1,official-cardlist,PRB01/reprint/OP01-024_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-024_r1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-024_r1,0,0,0,0,1,0,missing_printing_market_map
270,OP01-025,Roronoa Zoro,SR,,836,270,OP01-025::1st anniversary alt,,promo,1St Anniversary Alt,local-catalog,thumbs/OP01-025(1st anniversary alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-025::1st anniversary alt,0,0,0,0,1,0,missing_printing_market_map
270,OP01-025,Roronoa Zoro,SR,,837,270,OP01-025::alt,,alt,Alt,local-catalog,thumbs/OP01-025(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-025::alt,0,0,0,0,1,0,missing_printing_market_map
270,OP01-025,Roronoa Zoro,SR,,838,270,OP01-025::alt art 2,,alt,Alt Art 2,local-catalog,thumbs/OP01-025alt2.webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-025::alt art 2,0,0,0,0,1,0,missing_printing_market_map
270,OP01-025,Roronoa Zoro,SR,,839,270,OP01-025::alt st10,,alt,Alt St10,local-catalog,thumbs/OP01-025(alt-st10).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-025::alt st10,0,0,0,0,1,0,missing_printing_market_map
270,OP01-025,Roronoa Zoro,SR,,840,270,OP01-025_p1,,parallel_1,Parallel 1,official-cardlist,OP01/parallel/OP01-025_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-025_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-025_p1,0,0,0,0,1,0,missing_printing_market_map
270,OP01-025,Roronoa Zoro,SR,,841,270,OP01-025_p2,,parallel_2,Parallel 2,official-cardlist,OP01/parallel/OP01-025_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-025_p2.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-025_p2,0,0,0,0,1,0,missing_printing_market_map
270,OP01-025,Roronoa Zoro,SR,,842,270,OP01-025_p3,,parallel_3,Parallel 3,official-cardlist,ANN1EN/parallel/OP01-025_p3.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-025_p3.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-025_p3,0,0,0,0,1,0,missing_printing_market_map
270,OP01-025,Roronoa Zoro,SR,,843,270,OP01-025::winner alt,,alt,Winner Alt,local-catalog,thumbs/OP01-025 Winner_Alt.webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-025::winner alt,0,0,0,0,1,0,missing_printing_market_map
274,OP01-029,Radical Beam!!,UC,,852,274,OP01-029::alt,,alt,Alt,local-catalog,thumbs/OP01-029alt.webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-029::alt,0,0,0,0,1,0,missing_printing_market_map
274,OP01-029,Radical Beam!!,UC,,853,274,OP01-029_p2,,parallel_2,Parallel 2,official-cardlist,PRB01/parallel/OP01-029_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-029_p2.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-029_p2,0,0,0,0,1,0,missing_printing_market_map
274,OP01-029,Radical Beam!!,UC,,854,274,OP01-029_p3,,parallel_3,Parallel 3,official-cardlist,PRB01/parallel/OP01-029_p3.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-029_p3.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-029_p3,0,0,0,0,1,0,missing_printing_market_map
274,OP01-029,Radical Beam!!,UC,,855,274,OP01-029_p4,,parallel_4,Parallel 4,official-cardlist,BCV1/parallel/OP01-029_p4.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-029_p4.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-029_p4,0,0,0,0,1,0,missing_printing_market_map
274,OP01-029,Radical Beam!!,UC,,856,274,OP01-029_r1,,r1,R1,official-cardlist,PRB01/reprint/OP01-029_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-029_r1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP01-029_r1,0,0,0,0,1,0,missing_printing_market_map
275,OP01-030,In Two Years!! At the Sabaody Archipelago!!,UC,,859,275,OP01-030::2nd anniversary alt,,promo,2Nd Anniversary Alt,local-catalog,thumbs/OP01-030(2nd Anniversary alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP01-030::2nd anniversary alt,0,0,0,0,1,0,missing_printing_market_map
