card_id,card_canonical_code,card_name,card_rarity,card_source,cv_card_variant_id,cv_card_variants_card_id,cv_print_id,cv_tcgplayer_product_id,cv_variant,cv_variant_label,cv_variant_source,cv_image_path,cv_image_url,printing_market_map_id,printing_id,printing_market_map_market_product_internal_fk,pmm_mapping_confidence,pmm_mapping_method,mp_market_products_internal_id,mp_market_product_id,mp_product_name,mp_clean_name,mp_ext_number,mp_rarity_market,mp_subtype,mp_market_product_source,mpr_market_prices_id,market_product_fk,mpr_low_price,mpr_mid_price,mpr_high_price,mpr_market_price,mpr_direct_low_price,mpr_listed_median_price,mpr_captured_at,mpr_mpr_source_name,print_id_trim,has_printing_market_map,has_market_product_via_map,has_market_price_via_chain,has_tcgplayer_column_price,has_variant_image_fields,has_image_assets_row,failure_stage,recoverable_reason
395,OP02-029,Carrot,R,,1288,395,OP02-029,,base,Base,official-cardlist,OP02/base/OP02-029.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-029.png?260305,244,1288,535,HIGH,exact_code_plus_base_flag,535,486349,Carrot,Carrot,OP02-029,R,,tcgcsv,535,535,0.25,0.61,10.0,0.55,,,2026-04-02 02:58:10,tcgcsv,OP02-029,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
396,OP02-030,Kouzuki Oden,SR,,1291,396,OP02-030,,base,Base,official-cardlist,OP02/base/OP02-030.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-030.png?260305,200,1291,491,HIGH,exact_code_plus_base_flag,491,484627,Kouzuki Oden (Alternate Art),Kouzuki Oden Alternate Art,OP02-030,SR,,tcgcsv,491,491,8.0,11.04,99.98,10.08,,,2026-04-02 02:58:10,tcgcsv,OP02-030,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
397,OP02-031,Kouzuki Toki,UC,,1295,397,OP02-031,,base,Base,official-cardlist,OP02/base/OP02-031.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-031.png?260305,205,1295,496,HIGH,exact_code_plus_base_flag,496,485236,Kouzuki Toki (Box Topper),Kouzuki Toki Box Topper,OP02-031,UC,Box Topper,tcgcsv,496,496,3.6,5.0,50.0,3.72,,,2026-04-02 02:58:10,tcgcsv,OP02-031,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
398,OP02-032,Shishilian,UC,,1299,398,OP02-032,,base,Base,official-cardlist,OP02/base/OP02-032.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-032.png?260305,247,1299,538,HIGH,exact_code_plus_base_flag,538,486352,Shishilian,Shishilian,OP02-032,UC,,tcgcsv,538,538,0.05,0.25,10.0,0.17,,,2026-04-02 02:58:10,tcgcsv,OP02-032,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
399,OP02-033,Jinbe,C,,1301,399,OP02-033,,base,Base,official-cardlist,OP02/base/OP02-033.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-033.png?260305,248,1301,539,HIGH,exact_code_plus_base_flag,539,486353,Jinbe,Jinbe,OP02-033,C,,tcgcsv,539,539,0.01,0.15,5.0,0.1,,,2026-04-02 02:58:10,tcgcsv,OP02-033,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
400,OP02-034,Tony Tony.Chopper,UC,,1304,400,OP02-034,,base,Base,official-cardlist,OP02/base/OP02-034.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-034.png?260305,249,1304,540,HIGH,exact_code_plus_base_flag,540,486354,Tony Tony.Chopper,Tony TonyChopper,OP02-034,UC,,tcgcsv,540,540,0.19,0.35,25.0,0.27,,,2026-04-02 02:58:10,tcgcsv,OP02-034,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
401,OP02-035,Trafalgar Law,C,,1309,401,OP02-035,,base,Base,official-cardlist,OP02/base/OP02-035.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-035.png?260305,250,1309,541,HIGH,exact_code_plus_base_flag,541,486355,Trafalgar Law,Trafalgar Law,OP02-035,C,,tcgcsv,541,541,0.02,0.17,5.0,0.13,,,2026-04-02 02:58:10,tcgcsv,OP02-035,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
402,OP02-036,Nami,SR,,1314,402,OP02-036,,base,Base,official-cardlist,OP02/base/OP02-036.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-036.png?260305,181,1314,472,HIGH,exact_code_plus_base_flag,472,482429,Nami (Alternate Art),Nami Alternate Art,OP02-036,SR,,tcgcsv,472,472,54.99,73.5,250.0,68.56,,,2026-04-02 02:58:10,tcgcsv,OP02-036,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
403,OP02-037,Nico Robin,UC,,1320,403,OP02-037,,base,Base,official-cardlist,OP02/base/OP02-037.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-037.png?260305,252,1320,543,HIGH,exact_code_plus_base_flag,543,486357,Nico Robin,Nico Robin,OP02-037,UC,,tcgcsv,543,543,0.01,0.2,5.0,0.15,,,2026-04-02 02:58:10,tcgcsv,OP02-037,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
404,OP02-038,Nekomamushi,C,,1323,404,OP02-038,,base,Base,official-cardlist,OP02/base/OP02-038.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-038.png?260305,253,1323,544,HIGH,exact_code_plus_base_flag,544,486359,Nekomamushi,Nekomamushi,OP02-038,C,,tcgcsv,544,544,0.03,0.18,5.0,0.14,,,2026-04-02 02:58:10,tcgcsv,OP02-038,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
405,OP02-039,Franky,C,,1325,405,OP02-039,,base,Base,official-cardlist,OP02/base/OP02-039.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-039.png?260305,254,1325,545,HIGH,exact_code_plus_base_flag,545,486361,Franky,Franky,OP02-039,C,,tcgcsv,545,545,0.01,0.15,5.0,0.08,,,2026-04-02 02:58:10,tcgcsv,OP02-039,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
406,OP02-040,Brook,R,,1328,406,OP02-040,,base,Base,official-cardlist,OP02/base/OP02-040.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-040.png?260305,255,1328,546,HIGH,exact_code_plus_base_flag,546,486363,Brook,Brook,OP02-040,R,,tcgcsv,547,546,0.04,0.29,5.0,0.26,,,2026-04-02 02:58:10,tcgcsv,OP02-040,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
407,OP02-041,Monkey.D.Luffy,R,,1331,407,OP02-041,,base,Base,official-cardlist,OP02/base/OP02-041.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-041.png?260305,176,1331,467,HIGH,exact_code_plus_base_flag,467,482337,Monkey.D.Luffy (041) (Alternate Art),MonkeyDLuffy 041 Alternate Art,OP02-041,R,,tcgcsv,467,467,24.85,38.93,130.0,31.46,,,2026-04-02 02:58:10,tcgcsv,OP02-041,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
408,OP02-042,Yamato,R,,1336,408,OP02-042,,base,Base,official-cardlist,OP02/base/OP02-042.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-042.png?260305,257,1336,548,HIGH,exact_code_plus_base_flag,548,486369,Yamato,Yamato,OP02-042,R,,tcgcsv,550,548,0.1,0.49,25.0,0.4,,,2026-04-02 02:58:10,tcgcsv,OP02-042,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
409,OP02-043,Roronoa Zoro,C,,1338,409,OP02-043,,base,Base,official-cardlist,OP02/base/OP02-043.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-043.png?260305,258,1338,549,HIGH,exact_code_plus_base_flag,549,486371,Roronoa Zoro,Roronoa Zoro,OP02-043,C,,tcgcsv,551,549,0.02,0.2,5.0,0.1,,,2026-04-02 02:58:10,tcgcsv,OP02-043,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
410,OP02-044,Wanda,C,,1341,410,OP02-044,,base,Base,official-cardlist,OP02/base/OP02-044.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-044.png?260305,259,1341,550,HIGH,exact_code_plus_base_flag,550,486374,Wanda,Wanda,OP02-044,C,,tcgcsv,552,550,0.01,0.15,5.0,0.12,,,2026-04-02 02:58:10,tcgcsv,OP02-044,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
411,OP02-045,Three Sword Style Oni Giri,C,,1343,411,OP02-045,,base,Base,official-cardlist,OP02/base/OP02-045.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-045.png?260305,260,1343,551,HIGH,exact_code_plus_base_flag,551,486375,Three Sword Style Oni Giri,Three Sword Style Oni Giri,OP02-045,C,,tcgcsv,553,551,0.01,0.15,5.0,0.09,,,2026-04-02 02:58:10,tcgcsv,OP02-045,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
412,OP02-046,Diable Jambe Venaison Shoot,UC,,1346,412,OP02-046,,base,Base,official-cardlist,OP02/base/OP02-046.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-046.png?260305,261,1346,552,HIGH,exact_code_plus_base_flag,552,486378,Diable Jambe Venaison Shoot,Diable Jambe Venaison Shoot,OP02-046,UC,,tcgcsv,554,552,0.02,0.19,5.0,0.15,,,2026-04-02 02:58:10,tcgcsv,OP02-046,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
413,OP02-047,Paradise Totsuka,R,,1348,413,OP02-047,,base,Base,official-cardlist,OP02/base/OP02-047.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-047.png?260305,262,1348,553,HIGH,exact_code_plus_base_flag,553,486380,Paradise Totsuka,Paradise Totsuka,OP02-047,R,,tcgcsv,555,553,0.07,0.25,10.0,0.17,,,2026-04-02 02:58:10,tcgcsv,OP02-047,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
414,OP02-048,Land of Wano,C,,1350,414,OP02-048,,base,Base,official-cardlist,OP02/base/OP02-048.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-048.png?260305,263,1350,554,HIGH,exact_code_plus_base_flag,554,486382,Land of Wano,Land of Wano,OP02-048,C,,tcgcsv,556,554,0.02,0.15,5.0,0.08,,,2026-04-02 02:58:10,tcgcsv,OP02-048,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
415,OP02-049,Emporio.Ivankov,L,,1352,415,OP02-049,,base,Base,official-cardlist,OP02/base/OP02-049.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-049.png?260305,196,1352,487,HIGH,exact_code_plus_base_flag,487,483949,Emporio.Ivankov (049) (Alternate Art),EmporioIvankov 049 Alternate Art,OP02-049,L,,tcgcsv,487,487,38.99,49.5,199.99,49.5,,,2026-04-02 02:58:10,tcgcsv,OP02-049,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
416,OP02-050,Inazuma,R,,1356,416,OP02-050,,base,Base,official-cardlist,OP02/base/OP02-050.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-050.png?260305,265,1356,556,HIGH,exact_code_plus_base_flag,556,486389,Inazuma,Inazuma,OP02-050,R,,tcgcsv,558,556,0.05,0.25,25.0,0.13,,,2026-04-02 02:58:10,tcgcsv,OP02-050,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
417,OP02-051,Emporio.Ivankov,SR,,1358,417,OP02-051,,base,Base,official-cardlist,OP02/base/OP02-051.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-051.png?260305,220,1358,511,HIGH,exact_code_plus_base_flag,511,485812,Emporio.Ivankov (051) (Alternate Art),EmporioIvankov 051 Alternate Art,OP02-051,SR,,tcgcsv,511,511,5.43,7.21,50.0,6.47,,,2026-04-02 02:58:10,tcgcsv,OP02-051,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
418,OP02-052,Cabaji,C,,1362,418,OP02-052,,base,Base,official-cardlist,OP02/base/OP02-052.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-052.png?260305,267,1362,558,HIGH,exact_code_plus_base_flag,558,486391,Cabaji,Cabaji,OP02-052,C,,tcgcsv,560,558,0.01,0.15,5.0,0.08,,,2026-04-02 02:58:10,tcgcsv,OP02-052,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
419,OP02-053,Crocodile,C,,1364,419,OP02-053,,base,Base,official-cardlist,OP02/base/OP02-053.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-053.png?260305,268,1364,559,HIGH,exact_code_plus_base_flag,559,486392,Crocodile,Crocodile,OP02-053,C,,tcgcsv,561,559,0.01,0.15,5.0,0.12,,,2026-04-02 02:58:10,tcgcsv,OP02-053,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
420,OP02-054,Gecko Moria,C,,1367,420,OP02-054,,base,Base,official-cardlist,OP02/base/OP02-054.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-054.png?260305,269,1367,560,HIGH,exact_code_plus_base_flag,560,486393,Gecko Moria,Gecko Moria,OP02-054,C,,tcgcsv,562,560,0.01,0.15,5.0,0.07,,,2026-04-02 02:58:10,tcgcsv,OP02-054,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
421,OP02-055,Dracule Mihawk,C,,1370,421,OP02-055,,base,Base,official-cardlist,OP02/base/OP02-055.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-055.png?260305,270,1370,561,HIGH,exact_code_plus_base_flag,561,486394,Dracule Mihawk,Dracule Mihawk,OP02-055,C,,tcgcsv,563,561,0.01,0.15,5.0,0.11,,,2026-04-02 02:58:10,tcgcsv,OP02-055,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
422,OP02-056,Donquixote Doflamingo,UC,,1372,422,OP02-056,,base,Base,official-cardlist,OP02/base/OP02-056.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-056.png?260305,271,1372,562,HIGH,exact_code_plus_base_flag,562,486395,Donquixote Doflamingo,Donquixote Doflamingo,OP02-056,UC,,tcgcsv,564,562,0.04,0.2,5.0,0.13,,,2026-04-02 02:58:10,tcgcsv,OP02-056,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
423,OP02-057,Bartholomew Kuma,UC,,1374,423,OP02-057,,base,Base,official-cardlist,OP02/base/OP02-057.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-057.png?260305,272,1374,563,HIGH,exact_code_plus_base_flag,563,486396,Bartholomew Kuma,Bartholomew Kuma,OP02-057,UC,,tcgcsv,565,563,0.01,0.16,5.0,0.08,,,2026-04-02 02:58:10,tcgcsv,OP02-057,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
424,OP02-058,Buggy,R,,1377,424,OP02-058,,base,Base,official-cardlist,OP02/base/OP02-058.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-058.png?260305,221,1377,512,HIGH,exact_code_plus_base_flag,512,485813,Buggy (Alternate Art),Buggy Alternate Art,OP02-058,R,,tcgcsv,512,512,12.41,17.59,59.87,11.19,,,2026-04-02 02:58:10,tcgcsv,OP02-058,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
425,OP02-059,Boa Hancock,UC,,1381,425,OP02-059,,base,Base,official-cardlist,OP02/base/OP02-059.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-059.png?260305,206,1381,497,HIGH,exact_code_plus_base_flag,497,485237,Boa Hancock (Box Topper),Boa Hancock Box Topper,OP02-059,UC,Box Topper,tcgcsv,497,497,27.94,36.16,300.0,27.15,,,2026-04-02 02:58:10,tcgcsv,OP02-059,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
426,OP02-060,Mohji,C,,1387,426,OP02-060,,base,Base,official-cardlist,OP02/base/OP02-060.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-060.png?260305,275,1387,566,HIGH,exact_code_plus_base_flag,566,486399,Mohji,Mohji,OP02-060,C,,tcgcsv,568,566,0.01,0.15,5.0,0.06,,,2026-04-02 02:58:10,tcgcsv,OP02-060,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
427,OP02-061,Morley,UC,,1389,427,OP02-061,,base,Base,official-cardlist,OP02/base/OP02-061.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-061.png?260305,276,1389,567,HIGH,exact_code_plus_base_flag,567,486400,Morley,Morley,OP02-061,UC,,tcgcsv,569,567,0.01,0.18,5.0,0.08,,,2026-04-02 02:58:10,tcgcsv,OP02-061,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
428,OP02-062,Monkey.D.Luffy,SR,,1391,428,OP02-062,,base,Base,official-cardlist,OP02/base/OP02-062.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-062.png?260305,207,1391,498,HIGH,exact_code_plus_base_flag,498,485238,Monkey.D.Luffy (062),MonkeyDLuffy 062,OP02-062,SR,,tcgcsv,498,498,1.0,2.25,50.0,1.78,,,2026-04-02 02:58:10,tcgcsv,OP02-062,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
429,OP02-063,Mr.1(Daz.Bonez),UC,,1395,429,OP02-063,,base,Base,official-cardlist,OP02/base/OP02-063.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-063.png?260305,277,1395,568,HIGH,exact_code_plus_base_flag,568,486401,Mr.1 (Daz.Bonez),Mr1 DazBonez,OP02-063,UC,,tcgcsv,570,568,0.01,0.28,10.0,0.23,,,2026-04-02 02:58:10,tcgcsv,OP02-063,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
430,OP02-064,Mr.2.Bon.Kurei(Bentham),R,,1399,430,OP02-064,,base,Base,official-cardlist,OP02/base/OP02-064.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-064.png?260305,278,1399,569,HIGH,exact_code_plus_base_flag,569,486402,Mr.2.Bon.Kurei (Bentham),Mr2BonKurei Bentham,OP02-064,R,,tcgcsv,571,569,0.1,0.35,25.0,0.29,,,2026-04-02 02:58:10,tcgcsv,OP02-064,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
431,OP02-065,Mr.3(Galdino),R,,1401,431,OP02-065,,base,Base,official-cardlist,OP02/base/OP02-065.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-065.png?260305,279,1401,570,HIGH,exact_code_plus_base_flag,570,486403,Mr.3 (Galdino),Mr3 Galdino,OP02-065,R,,tcgcsv,572,570,0.05,0.25,25.0,0.16,,,2026-04-02 02:58:10,tcgcsv,OP02-065,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
432,OP02-066,Impel Down All Stars,C,,1403,432,OP02-066,,base,Base,official-cardlist,OP02/base/OP02-066.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-066.png?260305,280,1403,571,HIGH,exact_code_plus_base_flag,571,486404,Impel Down All Stars,Impel Down All Stars,OP02-066,C,,tcgcsv,573,571,0.1,0.25,5.0,0.16,,,2026-04-02 02:58:10,tcgcsv,OP02-066,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
433,OP02-067,Arabesque Brick Fist,UC,,1405,433,OP02-067,,base,Base,official-cardlist,OP02/base/OP02-067.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-067.png?260305,281,1405,572,HIGH,exact_code_plus_base_flag,572,486405,Arabesque Brick Fist,Arabesque Brick Fist,OP02-067,UC,,tcgcsv,574,572,0.07,0.26,5.0,0.17,,,2026-04-02 02:58:10,tcgcsv,OP02-067,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
434,OP02-068,Gum-Gum Rain,R,,1407,434,OP02-068,,base,Base,official-cardlist,OP02/base/OP02-068.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-068.png?260305,282,1407,573,HIGH,exact_code_plus_base_flag,573,486406,Gum-Gum Rain,Gum Gum Rain,OP02-068,R,,tcgcsv,575,573,0.22,0.45,25.0,0.31,,,2026-04-02 02:58:10,tcgcsv,OP02-068,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
435,OP02-069,DEATH WINK,C,,1412,435,OP02-069,,base,Base,official-cardlist,OP02/base/OP02-069.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-069.png?260305,283,1412,574,HIGH,exact_code_plus_base_flag,574,486407,DEATH WINK,DEATH WINK,OP02-069,C,,tcgcsv,576,574,0.02,0.2,5.0,0.09,,,2026-04-02 02:58:10,tcgcsv,OP02-069,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
436,OP02-070,New Kama Land,C,,1414,436,OP02-070,,base,Base,official-cardlist,OP02/base/OP02-070.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-070.png?260305,284,1414,575,HIGH,exact_code_plus_base_flag,575,486408,New Kama Land,New Kama Land,OP02-070,C,,tcgcsv,577,575,0.01,0.15,5.0,0.07,,,2026-04-02 02:58:10,tcgcsv,OP02-070,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
437,OP02-071,Magellan,L,,1416,437,OP02-071,,base,Base,official-cardlist,OP02/base/OP02-071.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-071.png?260305,197,1416,488,HIGH,exact_code_plus_base_flag,488,484134,Magellan (071) (Alternate Art),Magellan 071 Alternate Art,OP02-071,L,,tcgcsv,488,488,44.99,50.85,199.99,52.03,,,2026-04-02 02:58:10,tcgcsv,OP02-071,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
438,OP02-072,Zephyr,L,,1420,438,OP02-072,,base,Base,official-cardlist,OP02/base/OP02-072.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-072.png?260305,198,1420,489,HIGH,exact_code_plus_base_flag,489,484314,Zephyr (Alternate Art),Zephyr Alternate Art,OP02-072,L,,tcgcsv,489,489,28.37,40.0,124.99,44.22,,,2026-04-02 02:58:10,tcgcsv,OP02-072,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
439,OP02-073,Little Sadi,R,,1424,439,OP02-073,,base,Base,official-cardlist,OP02/base/OP02-073.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-073.png?260305,218,1424,509,HIGH,exact_code_plus_base_flag,509,485457,Little Sadi (Alternate Art),Little Sadi Alternate Art,OP02-073,R,,tcgcsv,509,509,6.59,9.46,72.94,8.42,,,2026-04-02 02:58:10,tcgcsv,OP02-073,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
440,OP02-074,Saldeath,C,,1428,440,OP02-074,,base,Base,official-cardlist,OP02/base/OP02-074.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-074.png?260305,287,1428,578,HIGH,exact_code_plus_base_flag,578,486416,Saldeath,Saldeath,OP02-074,C,,tcgcsv,580,578,0.01,0.15,5.0,0.06,,,2026-04-02 02:58:10,tcgcsv,OP02-074,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
441,OP02-075,Shiki,R,,1430,441,OP02-075,,base,Base,official-cardlist,OP02/base/OP02-075.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-075.png?260305,288,1430,579,HIGH,exact_code_plus_base_flag,579,486419,Shiki,Shiki,OP02-075,R,,tcgcsv,581,579,0.06,0.25,25.0,0.15,,,2026-04-02 02:58:10,tcgcsv,OP02-075,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
442,OP02-076,Shiryu,R,,1432,442,OP02-076,,base,Base,official-cardlist,OP02/base/OP02-076.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-076.png?260305,289,1432,580,HIGH,exact_code_plus_base_flag,580,486422,Shiryu,Shiryu,OP02-076,R,,tcgcsv,582,580,0.05,0.25,25.0,0.13,,,2026-04-02 02:58:10,tcgcsv,OP02-076,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
443,OP02-077,Solitaire,C,,1434,443,OP02-077,,base,Base,official-cardlist,OP02/base/OP02-077.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-077.png?260305,290,1434,581,HIGH,exact_code_plus_base_flag,581,486425,Solitaire,Solitaire,OP02-077,C,,tcgcsv,583,581,0.01,0.17,5.0,0.11,,,2026-04-02 02:58:10,tcgcsv,OP02-077,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
444,OP02-078,Daifugo,UC,,1436,444,OP02-078,,base,Base,official-cardlist,OP02/base/OP02-078.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-078.png?260305,291,1436,582,HIGH,exact_code_plus_base_flag,582,486433,Daifugo,Daifugo,OP02-078,UC,,tcgcsv,584,582,0.03,0.17,5.0,0.09,,,2026-04-02 02:58:10,tcgcsv,OP02-078,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
445,OP02-079,Douglas Bullet,UC,,1438,445,OP02-079,,base,Base,official-cardlist,OP02/base/OP02-079.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-079.png?260305,292,1438,583,HIGH,exact_code_plus_base_flag,583,486436,Douglas Bullet,Douglas Bullet,OP02-079,UC,,tcgcsv,585,583,0.01,0.18,5.0,0.08,,,2026-04-02 02:58:10,tcgcsv,OP02-079,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
446,OP02-080,Dobon,C,,1440,446,OP02-080,,base,Base,official-cardlist,OP02/base/OP02-080.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-080.png?260305,293,1440,584,HIGH,exact_code_plus_base_flag,584,486438,Dobon,Dobon,OP02-080,C,,tcgcsv,586,584,0.01,0.15,5.0,0.03,,,2026-04-02 02:58:10,tcgcsv,OP02-080,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
447,OP02-081,Domino,C,,1442,447,OP02-081,,base,Base,official-cardlist,OP02/base/OP02-081.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-081.png?260305,294,1442,585,HIGH,exact_code_plus_base_flag,585,486441,Domino,Domino,OP02-081,C,,tcgcsv,587,585,0.01,0.15,5.0,0.1,,,2026-04-02 02:58:10,tcgcsv,OP02-081,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
