canonical_code,card_name,variant_key,variant_label,image_path,tcgplayer_product_id,tcgplayer_market_price
EB03-034,Charlotte Linlin,base,Base,EB03/base/EB03-034.png,,
EB03-034,Charlotte Linlin,parallel_1,Parallel 1,EB03/parallel/EB03-034_p1.png,,
EB03-035,Charlotte Pudding,base,Base,EB03/base/EB03-035.png,,
EB03-036,Baby 5,base,Base,EB03/base/EB03-036.png,,
EB03-037,Lim,base,Base,EB03/base/EB03-037.png,,
EB03-038,Thanks for the Treat. ♡,base,Base,EB03/base/EB03-038.png,,
EB03-039,Ulti,base,Base,EB03/base/EB03-039.png,,
EB03-040,Kalifa,base,Base,EB03/base/EB03-040.png,,
EB03-041,Kujyaku,alt,Alt,thumbs/EB03-041(alt).webp,,
EB03-041,Kujyaku,base,Base,EB03/base/EB03-041.png,,
EB03-041,Kujyaku,parallel_1,Parallel 1,EB03/parallel/EB03-041_p1.png,,
EB03-042,Koala,alt,Alt,thumbs/EB03-042(alt).webp,,
EB03-042,Koala,base,Base,EB03/sp/EB03-042_sp.png,,
EB03-042,Koala,parallel_1,Parallel 1,EB03/parallel/EB03-042_p1.png,,
EB03-042,Koala,parallel_2,Parallel 2,EB03/parallel/EB03-042_p2.png,,
EB03-042,Koala,sp,SP,thumbs/EB03-042(SP).webp,,
EB03-043,Stussy,base,Base,EB03/base/EB03-043.png,,
EB03-044,Black Maria,base,Base,EB03/base/EB03-044.png,,
EB03-045,Perona,alt,Alt,thumbs/EB03-045(alt).webp,,
EB03-045,Perona,base,Base,EB03/sp/EB03-045_sp.png,,
EB03-045,Perona,parallel_1,Parallel 1,EB03/parallel/EB03-045_p1.png,,
EB03-045,Perona,parallel_2,Parallel 2,EB03/parallel/EB03-045_p2.png,,
EB03-045,Perona,sp,SP,thumbs/EB03-045(SP).webp,,
EB03-046,Miss Doublefinger(Zala),base,Base,EB03/base/EB03-046.png,,
EB03-047,Miss.Valentine(Mikita),base,Base,EB03/base/EB03-047.png,,
EB03-048,Rebecca,base,Base,EB03/base/EB03-048.png,,
EB03-049,I Knew You People Were Behind This.,base,Base,EB03/base/EB03-049.png,,
EB03-050,Conis,base,Base,EB03/base/EB03-050.png,,
EB03-051,Charlotte Smoothie,base,Base,EB03/base/EB03-051.png,,
EB03-052,Shirahoshi,base,Base,EB03/base/EB03-052.png,,
EB03-053,Nami,alt,Alt,thumbs/EB03-053(alt).webp,,
EB03-053,Nami,base,Base,EB03/sp/EB03-053_sp.png,,
EB03-053,Nami,parallel_1,Parallel 1,EB03/parallel/EB03-053_p1.png,,
EB03-053,Nami,parallel_2,Parallel 2,EB03/parallel/EB03-053_p2.png,,
EB03-053,Nami,sp,SP,thumbs/EB03-053(SP).webp,,
EB03-054,Nico Robin,base,Base,EB03/base/EB03-054.png,,
EB03-055,Nico Robin,alt,Alt,thumbs/EB03-055(alt).webp,,
EB03-055,Nico Robin,base,Base,EB03/sp/EB03-055_sp.png,,
EB03-055,Nico Robin,parallel_1,Parallel 1,EB03/parallel/EB03-055_p1.png,,
EB03-055,Nico Robin,parallel_2,Parallel 2,EB03/parallel/EB03-055_p2.png,,
EB03-055,Nico Robin,sp,SP,thumbs/EB03-055(SP).webp,,
EB03-056,Belo Betty,base,Base,EB03/base/EB03-056.png,,
EB03-057,Yamato,alt,Alt,thumbs/EB03-057(alt).webp,,
EB03-057,Yamato,base,Base,EB03/base/EB03-057.png,,
EB03-057,Yamato,parallel_1,Parallel 1,EB03/parallel/EB03-057_p1.png,,
EB03-058,Lilith,base,Base,EB03/base/EB03-058.png,,
EB03-059,S-Snake,base,Base,EB03/base/EB03-059.png,,
EB03-060,Will You Be My Servant?,base,Base,EB03/base/EB03-060.png,,
EB03-061,Uta,alt,Alt,thumbs/EB03-061(alt).webp,,
EB03-061,Uta,base,Base,EB03/base/EB03-061.png,,
EB03-061,Uta,mr,Manga,thumbs/EB03-061(manga).webp,,
EB03-061,Uta,parallel_1,Parallel 1,EB03/parallel/EB03-061_p1.png,,
EB03-061,Uta,parallel_2,Parallel 2,EB03/parallel/EB03-061_p2.png,,
EB03-062,Trafalgar Law,alt,Alt,thumbs/EB03-062(alt).webp,,
EB03-062,Trafalgar Law,base,Base,EB03/base/EB03-062.png,,
EB03-062,Trafalgar Law,parallel_1,Parallel 1,EB03/parallel/EB03-062_p1.png,,
EB04-001,Jewelry Bonney,alt,Alt,thumbs/EB04-001(alt).webp,,
EB04-002,Jewelry Bonney,alt,Alt,thumbs/EB04-002(alt).webp,,
EB04-003,Smoker & Tashigi,sp,SP,thumbs/EB04-003(SP).webp,,
EB04-007,Roronoa Zoro,alt,Alt,thumbs/EB04-007(alt).webp,,
EB04-011,Scaled Neptunian,base,Base,thumbs/EB04-011.webp,,
EB04-012,Kikunojo,alt,Alt,thumbs/EB04-012(alt).webp,,
EB04-012,Kikunojo,base,Base,thumbs/EB04-012.webp,,
EB04-012,Kikunojo,parallel_1,Parallel 1,EB04/parallel/EB04-012_p1.png,,
EB04-013,Carrot,alt,Alt,thumbs/EB04-013(alt).webp,,
EB04-013,Carrot,base,Base,thumbs/EB04-013.webp,,
EB04-013,Carrot,parallel_1,Parallel 1,EB04/parallel/EB04-013_p1.png,,
EB04-014,Kozuki Sukiyaki,base,Base,thumbs/EB04-014.webp,,
EB04-015,Jinbe,base,Base,thumbs/EB04-015.webp,,
EB04-016,Bird Neptunian,base,Base,thumbs/EB04-016.webp,,
EB04-017,Mystoms,base,Base,thumbs/EB04-017.webp,,
EB04-018,Megalo,alt,Alt,thumbs/EB04-018(alt).webp,,
EB04-018,Megalo,base,Base,thumbs/EB04-018.webp,,
EB04-018,Megalo,parallel_1,Parallel 1,EB04/parallel/EB04-018_p1.png,,
EB04-019,Eleclaw,base,Base,thumbs/EB04-019.webp,,
EB04-020,Shark Brick Fist,base,Base,thumbs/EB04-020.webp,,
EB04-021,Igaram,base,Base,thumbs/EB04-021.webp,,
EB04-022,Issho,alt,Alt,thumbs/EB04-022(alt).webp,,
EB04-022,Issho,base,Base,thumbs/EB04-022.webp,,
EB04-022,Issho,parallel_1,Parallel 1,EB04/parallel/EB04-022_p1.png,,
EB04-023,Chaka & Pell,base,Base,thumbs/EB04-023.webp,,
EB04-023,Chaka & Pell,promo,Standardbattle,thumbs/EB04-023(StandardBattle).webp,,
EB04-024,Terracotta,base,Base,thumbs/EB04-024.webp,,
EB04-025,Nefeltari Vivi,alt,Alt,thumbs/EB04-025(alt).webp,,
EB04-025,Nefeltari Vivi,base,Base,thumbs/EB04-025.webp,,
EB04-025,Nefeltari Vivi,parallel_1,Parallel 1,EB04/parallel/EB04-025_p1.png,,
EB04-026,Bluegrass,base,Base,thumbs/EB04-026.webp,,
EB04-027,Boa Hancock,base,Base,thumbs/EB04-027.webp,,
EB04-028,Ice Time,base,Base,thumbs/EB04-028.webp,,
EB04-029,I Heard the Sound...of a Lady's Teardrops Falling,base,Base,thumbs/EB04-029.webp,,
EB04-030,Kaido,base,Base,thumbs/EB04-030.webp,,
EB04-031,King,alt,Alt,thumbs/EB04-031(alt).webp,,
EB04-031,King,base,Base,thumbs/EB04-031.webp,,
EB04-031,King,parallel_1,Parallel 1,EB04/parallel/EB04-031_p1.png,,
EB04-032,Queen,base,Base,thumbs/EB04-032.webp,,
EB04-033,Groggy Monsters,base,Base,thumbs/EB04-033.webp,,
EB04-034,Charlotte Pudding,base,Base,thumbs/EB04-034.webp,,
EB04-035,Hitokiri Kamazo,base,Base,thumbs/EB04-035.webp,,
EB04-036,Foxy,alt,Alt,thumbs/EB04-036(alt).webp,,
EB04-036,Foxy,base,Base,thumbs/EB04-036.webp,,
EB04-036,Foxy,parallel_1,Parallel 1,EB04/parallel/EB04-036_p1.png,,
EB04-037,Porche,base,Base,thumbs/EB04-037.webp,,
EB04-038,Rosinante & Law,alt,Alt,thumbs/EB04-038(alt).webp,,
EB04-038,Rosinante & Law,base,Base,thumbs/EB04-038.webp,,
EB04-038,Rosinante & Law,parallel_1,Parallel 1,EB04/parallel/EB04-038_p1.png,,
EB04-039,"Eustass""Captain""Kid",base,Base,EB04/base/EB04-039.png,,
EB04-039,"Eustass""Captain""Kid",parallel_1,Parallel 1,EB04/parallel/EB04-039_p1.png,,
EB04-039,"Eustass""Captain""Kid",sp,SP,thumbs/EB04-039(SP).webp,,
EB04-040,Flame Dragon Torch,base,Base,thumbs/EB04-040.webp,,
EB04-041,Stealth Black,base,Base,thumbs/EB04-041.webp,,
EB04-043,Kaku,alt,Alt,thumbs/EB04-043(alt).webp,,
EB04-044,Koby,alt,Alt,thumbs/EB04-044(alt).webp,,
EB04-044,Koby,mr,Manga,thumbs/EB04-044(manga).webp,,
EB04-048,Rob Lucci,alt,Alt,thumbs/EB04-048(alt).webp,,
EB04-052,Sanji,alt,Alt,thumbs/EB04-052(alt).webp,,
EB04-058,Borsalino,alt,Alt,thumbs/EB04-058(alt).webp,,
EB04-061,Monkey.D.Luffy,alt,Alt,thumbs/EB04-061(alt).webp,,
EB04-061,Monkey.D.Luffy,promo,Serial,thumbs/EB04-061(serial).webp,,
OP01-001,Monkey D. Luffy,alt,Alt,thumbs/OP01-001(alt).webp,,
OP01-001,Monkey D. Luffy,base,Base,OP01/base/OP01-001.png,,
OP01-001,Monkey D. Luffy,parallel_1,Parallel 1,OP01/parallel/OP01-001_p1.png,,
OP01-001,Monkey D. Luffy,parallel_2,Parallel 2,PCC25/parallel/OP01-001_p2.png,,
OP01-001,Monkey D. Luffy,promo,25Th,thumbs/OP01-001(25th).webp,,
OP01-002,Trafalgar Law,alt,Alt,thumbs/OP01-002(alt).webp,,
OP01-002,Trafalgar Law,base,Base,OP01/base/OP01-002.png,,
OP01-002,Trafalgar Law,parallel_1,Parallel 1,OP01/parallel/OP01-002_p1.png,,
OP01-003,Monkey.D.Luffy,alt,Alt,thumbs/OP01-003(alt).webp,,
OP01-003,Monkey.D.Luffy,base,Base,OP01/base/OP01-003.png,,
OP01-003,Monkey.D.Luffy,parallel_1,Parallel 1,OP01/parallel/OP01-003_p1.png,,
OP01-004,Usopp,alt,Alt,thumbs/OP01-004(alt).webp,,
OP01-004,Usopp,base,Base,OP01/base/OP01-004.png,,
OP01-004,Usopp,parallel_1,Parallel 1,ANN1EN/parallel/OP01-004_p1.png,,
OP01-004,Usopp,promo,1St Anniversary Alt,thumbs/OP01-004(1st anniversary alt).webp,,
OP01-005,Uta,alt,Alt,thumbs/OP01-005alt.webp,,
OP01-005,Uta,alt,Alt Art 2,thumbs/OP01-005(alt2).webp,,
OP01-005,Uta,base,Base,OP01/base/OP01-005.png,,
OP01-005,Uta,parallel_1,Parallel 1,PCCFR/parallel/OP01-005_p1.png,,
OP01-005,Uta,parallel_2,Parallel 2,GC01/parallel/OP01-005_p2.png,,
OP01-005,Uta,promo,Film,thumbs/OP01-005_Film.webp,,
OP01-005,Uta,promo,Film2,thumbs/OP01-005_Film2.webp,,
OP01-006,Otama,alt,Alt,thumbs/OP01-006(alt).webp,,
OP01-006,Otama,alt,Alt Art 2,thumbs/OP01-006alt2.webp,,
OP01-006,Otama,alt,Prb01Alt1,thumbs/OP01-006(PRB01alt1).webp,,
OP01-006,Otama,alt,Prb01Alt2,thumbs/OP01-006(PRB01alt2).webp,,
OP01-006,Otama,base,Base,OP01/base/OP01-006.png,,
OP01-006,Otama,parallel_1,Parallel 1,ANN1JP/parallel/OP01-006_p1.png,,
OP01-006,Otama,parallel_3,Parallel 3,PRB01/parallel/OP01-006_p3.png,,
OP01-006,Otama,parallel_4,Parallel 4,PRB01/parallel/OP01-006_p4.png,,
OP01-006,Otama,parallel_5,Parallel 5,PRB01/parallel/OP01-006_p5.png,,
OP01-006,Otama,r1,R1,PRB01/reprint/OP01-006_r1.png,,
OP01-007,Caribou,base,Base,OP01/base/OP01-007.png,,
OP01-008,Cavendish,alt,Alt,thumbs/OP01-008(alt).webp,,
OP01-008,Cavendish,base,Base,OP01/base/OP01-008.png,,
OP01-008,Cavendish,parallel_1,Parallel 1,OP01/parallel/OP01-008_p1.png,,
OP01-009,Carrot,base,Base,OP01/base/OP01-009.png,,
OP01-010,Komachiyo,base,Base,OP01/base/OP01-010.png,,
OP01-011,Gordon,base,Base,OP01/base/OP01-011.png,,
OP01-012,Sai,base,Base,OP01/base/OP01-012.png,,
OP01-013,Sanji,alt,Alt,thumbs/OP01-013(alt).webp,,
OP01-013,Sanji,alt,Alt Art 2,thumbs/OP01-013(alt2).webp,,
